drug_id,drug_name,drug_smiles
D03YJC,SKL-NP,
D0S5YC,MEPTAZINOL,CCC1(CCCCN(C1)C)C2=CC(=CC=C2)O
D0KK9V,GI-4000 + gemcitabine,
D0A4YK,PBI-05204,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CC(C5C6=CC(=O)OC6)OC(=O)C)O)C)C)OC)O
D07PSL,PLX7486,
D04LKS,Ruxolitinib,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
D03MYX,AM0010,
D0UN8H,IC261,COC1=CC(=C(C(=C1)OC)C=C2C3=CC=CC=C3NC2=O)OC
D0J5UK,IRT-102,CSCCC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)N
D06XWD,CAR-T Cells targeting HER2,
D1J4CI,Zenocutuzumab,
D02EOH,SGT-53,
D02UKX,CAP1-6D,CC(C)CC(C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)N
D0L6HU,CAR-T Cells targeting CEA,
D06URX,CAR-T Cells targeting MUCI,
D0H2CF,Anti-MUC1 mab,
D0M5JC,BrevaRex,
D0V2KR,Yttrium (90Y) clivatuzumab tetraxetan,
D0F6HW,IPH-4201,
D0YO4B,Cabiralizumab,
D02MYI,CAR-T Cells targeting PSCA,
D0G7ZT,Anti-PSCA mab,
D0TY6U,BPX-601,
D0X4NF,Radiosensitizer gene therapy,
D0Z9LP,RP101,C1C(C(OC1N2C=C(C(=O)NC2=O)C=CBr)CO)O
DO8W9E,M9241,
D01FQR,Ocaperidone,CC1=CC=CN2C1=NC(=C(C2=O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F)C
D0V0CJ,CO-101,CCCCCCCCC=CCCCCCCCC(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)(F)F)O
D0R7ID,HMN-214,CC(=O)N(C1=CC=CC=C1C=CC2=CC=[N+](C=C2)[O-])S(=O)(=O)C3=CC=C(C=C3)OC
D01QLP,Tarextumab,
D00BUO,MM-141,
D0K3SM,MALP-2S,
D0DR0P,ARQ 761,
D06TFI,LY2157299,CC1=NC(=CC=C1)C2=NN3CCCC3=C2C4=C5C=C(C=CC5=NC=C4)C(=O)N
D0BC6M,ASG-5ME,
D06TKR,CART 19,
D0MD8S,CARTmeso/19,
D0NU9L,CAR-20/19-T Cells,
D0V5DD,CART-meso-19 T cells,
DNH67V,SiG12D-LODER,
D00GNK,LY293111,CCCC1=C(C=CC=C1OC2=CC=CC=C2C(=O)O)OCCCOC3=CC(=C(C=C3CC)C4=CC=C(C=C4)F)O
D00NZL,LY2603618,CC1=CC(=C(C=C1Br)NC(=O)NC2=NC=C(N=C2)C)OCC3CNCCO3
D0LX8Z,OCV-101,
D0U4VT,Trimethadione,CC1(C(=O)N(C(=O)O1)C)C
D0ZQ6N,CAR-T Cells targeting EGFRvIII,
D7CE6N,AB680,CC(C1=CC=CC=C1F)NC2=CC(=NC3=C2C=NN3C4C(C(C(O4)COP(=O)(CP(=O)(O)O)O)O)O)Cl
D4HQ1F,Zolbetuximab,
D0S7IZ,Apricoxib,CCOC1=CC=C(C=C1)C2=CC(=CN2C3=CC=C(C=C3)S(=O)(=O)N)C
D07SYZ,RX-0201,
D0N7CY,VLI-27,
D7AOL8,BNT321,
D0H8PX,MORAb-066,
D09JKS,GRASPA,
DMBQ10,ABTL0812,CCCCCC=CCC=CCCCCCCC(C(=O)O)O
D0N0QC,GV1001,
D0I8RR,Streptozocin,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O
D04WZL,CART-meso cells,
D0BE6M,Anti-Mesothelin CAR-T cells,
D0D2LE,Meso-CART,
D0EB0Y,Autologous T cells transfected with chimeric anti-mesothelin immunoreceptor SS1,
D0KC2S,CAR-T cells targeting mesothelin,
D0L7OJ,CAR-T Cells targeting Mesothelin,
D0P2GA,CART-meso cells,
D0ZF9J,HuCART-meso cells,
D0T3AW,Antroquinonol,CC1C(C(C(=C(C1=O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)C
D05INV,PEGPH20,
D0L5IA,PEGylated hyaluronidase (human recombinant),
DZ5K6F,GB1275,
D00VZF,Merbarone,C1=CC=C(C=C1)NC(=O)C2C(=O)NC(=S)NC2=O
D00HSK,Algenpantucel-L,
D0Z7BX,GSK3145095,C1CC2=C(C(=CC(=C2)F)F)NC(=O)C1NC(=O)C3=NNC(=N3)CC4=CC=CC=C4
D03ZDX,SM-88,CC(CC1=CC=C(C=C1)O)(C(=O)O)N
D0TL7L,Dexloxiglumide,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)C1=CC(=C(C=C1)Cl)Cl
D05HSI,T-0632,COC1=CC2=C(C=C1)C(C(=O)N2C3=CC=CC=C3F)(CCC(=O)O)NC(=O)C4CCC5=CC=CC=C5C4
D09PNV,KSG-504,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)CS(=O)(=O)C1=CC2=CC=CC=C2C=C1.C(CC(C(=O)O)N)CN=C(N)N.O
D0RL4M,Pranazepide,C1CN2C(=O)C(N=C(C3=CC=CC1=C32)C4=CC=CC=C4F)NC(=O)C5=CC6=CC=CC=C6N5
D0Y7WL,Lorglumide,CCCCCN(CCCCC)C(=O)C(CCC(=O)O)NC(=O)C1=CC(=C(C=C1)Cl)Cl
D0D2RR,TgBSSL,
D0A5DJ,Pancrecarb,
D07XHO,Nafamostat,C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)N)N=C(N)N
D05PHH,Gabexate,CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N
D0EN4G,R-102444,CCCCCCCCCCCC(=O)OC1CC(N(C1)C)CCOC2=CC=CC=C2CCC3=CC(=CC=C3)OC
DGV8K5,GSK065,CC(C1=CC=CC=N1)OC2=C(C=C3C(=C2)ON=C3CCC(=O)O)Cl
DY0HV9,GSK366,CC1=NN=C(C=C1)C(C)OC2=C(C=C3C(=C2)ON=C3CCC(=O)O)Cl
D0A8UP,PMID15026062C41,CC(C)(C)C1CCC(CC1)C(=O)NC2=CC=C(C=C2)OC(=O)NN3CCOCC3
D0O7NV,DOV-51892,
D0M9EV,NBTX-001,
D02RAI,ABX-PTH,
D0Y0ZQ,Ecabapide,CNC(=O)C1=CC(=CC=C1)NCC(=O)NCCC2=CC(=C(C=C2)OC)OC
D0M6VK,Methylscopolamine,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C
D0OK5Q,Diphemanil Methylsulfate,C[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C.COS(=O)(=O)[O-]
D0T0LM,Pirenzepine,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4
D0B8WN,Ranitidine,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C
D0K0OZ,Famotidine,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N
D0L4PY,KB-5492,COC1=CC=C(C=C1)OC(=O)CN2CCN(CC2)CC3=CC(=C(C(=C3)OC)OC)OC.C(=CC(=O)O)C(=O)O
D06YYD,Dexlansoprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
D0B2ZZ,Esomeprazole magnesium + Aspirin,
D0V9ZG,Cetraxate,C1CC(CCC1CN)C(=O)OC2=CC=C(C=C2)CCC(=O)O
D07CNL,Anisotropine Methylbromide,CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C.[Br-]
D0FV3V,Mepenzolate,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C
D0H5DU,Oxyphencyclimine,CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O
D0O5SZ,Homatropine Methylbromide,C[N+]1(C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O)C.[Br-]
D03BQP,Rebamipide,C1=CC=C2C(=C1)C(=CC(=O)N2)CC(C(=O)O)NC(=O)C3=CC=C(C=C3)Cl
D02THB,SKF-96067,CCCC(=O)C1=CN=C2C(=C1NC3=CC=CC=C3C)C=CC=C2OC
D03CCH,SK&F-95601,COC1=CC2=C(C=C1)N=C(N2)S(=O)CC3=NC=CC(=C3Cl)N4CCOCC4
D0C6DT,Esomeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
D0FN1P,Saviprazole,C1=CN=C(C=C1OCC(C(C(F)(F)F)(F)F)(F)F)CS(=O)C2=NC3=CSC=C3N2
D0GY4V,TY-11345,COC1=CC[N-]C2=C1CCCCC2S(=O)C3=NC4=CC=CC=C4N3.[Na+]
D0N1PZ,S-tenatoprazole,
D0Q0YN,SORAPRAZAN,CC1=C(N2C=CC3=C(C2=N1)NC(C(C3OCCOC)O)C4=CC=CC=C4)C
D0R2EY,SKF-97574,CCCC(=O)C1=CN=C2C(=C1NC3=CC=CC=C3C)C=CC=C2OCCO
D0U8IU,PerioPatch,
D0V4IQ,RhGDF-5,
DNHW41,Collategene,
D03DHQ,CX-516,C1CCN(CC1)C(=O)C2=CC3=NC=CN=C3C=C2
D0VP9E,Cyrtominetin,CC1=C(C(=C2C(=C1O)C(=O)CC(O2)C3=CC(=C(C=C3)O)O)C)O
D0R9ON,MR-889,CC(C(=O)NC1CCSC1=O)SC(=O)C2=CC=CS2
D0GF2R,KN035,
D09RMZ,HibTITER,
DN8F1Z,AR-301,
D0Q5CH,AP-301-IH,
D00ITG,Clinafloxacin,C1CC1N2C=C(C(=O)C3=CC(=C(C(=C32)Cl)N4CCC(C4)N)F)C(=O)O
D07MXF,Zabofloxacin,CON=C1CN(CC12CNC2)C3=C(C=C4C(=O)C(=CN(C4=N3)C5CC5)C(=O)O)F
DU3GQ9,TP-271,CN1CCCC1C(=O)NC2=CC(=C3CC4CC5C(C(=O)C(=C(C5(C(=O)C4=C(C3=C2O)O)O)O)C(=O)N)N(C)C)F
D0NN8N,TNX-102,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31.Cl
D3IK7O,NYX-783,
D0N5YD,Nepicastat oral,C1CC2=C(CC1N3C(=CNC3=S)CN)C=C(C=C2F)F.Cl
D02CJA,CM-2236,
D0S6JV,Nepadutant,CC(C)CC(C(=O)O)NC(=O)C1CNC(=O)CC(C(=O)NC(C(=O)NC(C(=O)N1)CC2=CC=CC=C2)CC3=CNC4=CC=CC=C43)NC(=O)C(CC(=O)NC5C(C(C(C(O5)CO)O)O)NC(=O)C)N
D08BEA,Ipamorelin,CC(C)(C(=O)NC(CC1=CN=CN1)C(=O)NC(CC2=CC3=CC=CC=C3C=C2)C(=O)NC(CC4=CC=CC=C4)C(=O)NC(CCCCN)C(=O)N)N
D0D9JW,Ketorolac,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O
D0U1OM,Bromfenac,C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)O
D0L0MK,Pachycarpine,C1CCN2CC3CC(C2C1)CN4C3CCCC4
D0C1IW,Ergonovine,CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
D08FJL,Carbetocin,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSCCCC(=O)NC(C(=O)N1)CC2=CC=C(C=C2)OC)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N
D0F1HT,MB-CART19.1,
D0B3GF,JNJ-26854165,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4
D0NQ1S,JNJ-78278343,
D4NGM6,JNJ-75229414,
D4TI9A,JNJ-69086420,
DT8IL6,FT-7051,
D0G3MN,GSK2636771,CC1=C(C=CC=C1C(F)(F)F)CN2C(=NC3=C(C=C(C=C32)N4CCOCC4)C(=O)O)C
D0YTM9,AZD5305,CCC1=CC2=C(C=C(C=N2)CN3CCN(CC3)C4=CN=C(C=C4)C(=O)NC)NC1=O
D0G8DV,Ad5CMV-NIS,
D04ZJG,PI-88,C(C1C(C(C(C(O1)OC2C(C(OC(C2OS(=O)(=O)[O-])OC3C(C(OC(C3OS(=O)(=O)[O-])OC4C(C(OC(C4OS(=O)(=O)[O-])OC5C(C(C(OC5OS(=O)(=O)[O-])COS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])COS(=O)(=O)[O-])OS(=O)(=O)[O-])COS(=O)(=O)[O-])OS(=O)(=O)[O-])COS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
D0UN1S,Tigapotide,CC(C(C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)N)C(=O)NC(CSCNC(=O)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)O)C(=O)NC(CSCNC(=O)C)C(=O)NC(C(C)O)C(=O)NC(CSCNC(=O)C)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)O)C(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CCC(=O)O)N)O
D0L1OT,TroVax,
D03CVT,ONC1-13B,CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCOC3)C4=CC(=C(C=C4)C#N)C(F)(F)F)F
D04MFW,DL-3,
D06AEO,Cyproterone,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)O
D08AAV,AZD-3514,CC(=O)N1CCN(CC1)CCOC2=CC=C(C=C2)C3CCN(CC3)C4=NN5C(=NN=C5C(F)(F)F)CC4
D0BC2E,Hydroxyflutamide,CC(C)(C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F)O
D0C1UP,SX-ARPC,
D0C9EN,AZD5312,
D0DV6D,Darolutamide,CC(CN1C=CC(=N1)C2=CC(=C(C=C2)C#N)Cl)NC(=O)C3=NNC(=C3)C(C)O
D0G6PL,LG-2293,
D0N5NC,TAS3681,
D0N7DQ,APC-100,CC1=C(C2=C(CCC(O2)(C)C)C(=C1O)C)C
D0QK5X,Enzalutamide,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C
D0SN9T,Nilutamide,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C
D0T1DZ,EPI-001,CC(C)(C1=CC=C(C=C1)OCC(CO)O)C2=CC=C(C=C2)OCC(CCl)O
D0U0BU,TOK-001,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4N5C=NC6=CC=CC=C65)C)O
D0V9BD,Bicalutamide,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O
D0W5IF,CH-4933468,CC1(C(=O)N(C(=S)N1CCCS(=O)(=O)N)C2=CC(=C(C=C2)C#N)Cl)C
D0W8AI,Andromustine,
D0Y0SW,Flutamide,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
D3XE7Y,ARV-766,CC1(C(C(C1OC2=CC(=C(C=C2)C#N)OC)(C)C)NC(=O)C3=CC=C(C=C3)N4CCC(CC4)CN5CCN(CC5)C6=CC(=C(C=C6)C(=O)NC7CCC(=O)NC7=O)F)C
D3ZY1K,ARV-110,
D8C1OA,AC0176,
DE4AO8,HC-1119,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C
DNY63Z,CC-94676,
DY7Q1O,EPI-7386,
D0V0JR,Cadi-05,
D01AHO,Abarelix,CC(C)CC(C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(CC2=CC=C(C=C2)O)N(C)C(=O)C(CO)NC(=O)C(CC3=CN=CC=C3)NC(=O)C(CC4=CC=C(C=C4)Cl)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)NC(=O)C
D01BUT,LXT-101,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CC2=CN=CC=C2)NC(=O)C(CCCN=C(N)N)NC(=O)C(CO)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC4=CC=C(C=C4)Cl)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)NC(=O)C
D03QRS,Triptorelin,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8
D04ASH,Leuprorelin acetate,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6.CC(=O)O
D0B7PY,Prostate cancer vaccine,
D0D3ZP,NBI-42902,CC1=C(C(=O)N(C(=O)N1CC2=C(C=CC=C2F)F)CC(C3=CC=CC=C3)N)C4=C(C(=CC=C4)OC)F
D0F0UT,ACYLINE,CC(C)CC(C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CC2=CC=C(C=C2)NC(=O)C)NC(=O)C(CC3=CC=C(C=C3)NC(=O)C)NC(=O)C(CO)NC(=O)C(CC4=CN=CC=C4)NC(=O)C(CC5=CC=C(C=C5)Cl)NC(=O)C(CC6=CC7=CC=CC=C7C=C6)NC(=O)C
D0S8HD,PEP-223/CoVaccine HT,
D0Y7KH,Degarelix,CC(C)CC(C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CC2=CC=C(C=C2)NC(=O)N)NC(=O)C(CC3=CC=C(C=C3)NC(=O)C4CC(=O)NC(=O)N4)NC(=O)C(CO)NC(=O)C(CC5=CN=CC=C5)NC(=O)C(CC6=CC=C(C=C6)Cl)NC(=O)C(CC7=CC8=CC=CC=C8C=C7)NC(=O)C
D0Z5AC,Gonadimmune,
D49LPT,VERU-100,
D0U3YB,Masoprocol,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O
D0L6SS,BPX-101,
DJX61M,Vudalimab,
DR05IX,Lorigerlimab,
D1PBC7,BXCL701,
DN3B5E,KPG-121,
D04GEI,TAK-448,CC(C)CC(C(=O)NC(CCCNC(=NC)N)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)N)NC(=O)NNC(=O)C(CC3=CC=CC=C3)NC(=O)C(C(C)O)NC(=O)C(CC(=O)N)NC(=O)C4CC(CN4C(=O)C(CC5=CC=C(C=C5)O)NC(=O)C)O
D01FDN,NAL-GLU,C1=CC=C2C=C(C=CC2=C1)CC(C(=O)NC(CCC(=O)N)C(=O)O)N
D06IYV,TAK-810,CC(C)C(=O)C1=CN(C2=C(C1=O)C(=C(S2)C3=CC=C(C=C3)NC(=O)C4(CC4)O)CN(C)CC5=CC=CC=C5)CC6=C(C=CC=C6F)F
D0B3DX,Norelin,
D0U5FF,Leuprolide,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
D04UWG,Autologous T-cell therapy,
D0SV8E,Methotrexate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
D08WSY,Denosumab,
DL73JW,MK-5684,
D02HVW,Zibotentan,CC1=CN=C(C(=N1)OC)NS(=O)(=O)C2=C(N=CC=C2)C3=CC=C(C=C3)C4=NN=CO4
D0XR7C,YM-598,COC1=CC=CC=C1OC2=C(N=C(N=C2OC)C3=NC=CC=N3)[N-]S(=O)(=O)C=CC4=CC=CC=C4.[K+]
D0Y6UU,Atrasentan,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4
DD4XR3,MB-105,
DM5X0L,SHR2554,
D0XH8X,APC-8015F,
D03SRY,Estramustine,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl
D03DXN,Polyestradiol Phosphate,CC12CCC3C(C1CCC2OP(=O)(O)O)CCC4=C3C=CC(=C4)O
D09JFY,Dutasteride + tamsulosin,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N.CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C
D0A9YA,Dutasteride,CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C
D03GET,Menadione,CC1=CC(=O)C2=CC=CC=C2C1=O
D02KBE,Ad-OC-hsvTK/valacyclovir,
D07UIS,CORT125281,CN1N=CC(=N1)S(=O)(=O)N2CCC3CC4=C(CC3(C2)C(=O)C5=NC=CC(=C5)C(F)(F)F)C=NN4C6=CC=C(C=C6)F
D0Z0HH,Gossypol,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O
D05NJI,STX 64,C1CCC2=C(CC1)C(=O)OC3=C2C=CC(=C3)OS(=O)(=O)N
D0KK4U,CB-1267,CC(C)(C)OC(=O)NC(CCC1=CC=CC=C1)CC(=O)O
D03ZWR,APC-300,
D07NCC,VTT-201,
D08GFN,MVA-BN Breast,
D08KGY,PRX-302,
D09SCP,ADXS-PSA,
D0A3FZ,Rilimogene galvacirepvec,
D0BK3Z,ProstaRex,
D0Z3AB,Anti-PSA mabs,
D07BFP,PMID27215781-Compound-37,CCCCCCC(C)(C)C1=CC(=O)C2=C(C1=O)OC(C3=C2NN=C3)(C)C
D02JMU,Tasquinimod,CN1C2=C(C(=CC=C2)OC)C(=C(C1=O)C(=O)N(C)C3=CC=C(C=C3)C(F)(F)F)O
D0P9KL,TAK-683,CC(C)CC(C(=O)NC(CCCNC(=NC)N)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)N)NC(=O)NNC(=O)C(CC3=CC=CC=C3)NC(=O)C(C(C)O)NC(=O)C(CC(=O)N)NC(=O)C(CC4=CNC5=CC=CC=C54)NC(=O)C(CC6=CC=C(C=C6)O)NC(=O)C
D03VPM,DPV-001,
DPS29T,ORIC-944,
D0S1WV,Enoblituzumab,
D0K1LJ,Ad5-TRAIL,
D03POY,ISIS-AR,
D09RND,EZN-4176,
D0SD9Z,TRC-253,C1CC2(C1)C(=O)N(C(=S)N2C3=CN=C(C=C3)OC4CCNCC4)C5=CC(=C(N=C5)C#N)C(F)(F)F
D3BZ0H,IONIS-AR-2.5Rx,
D02RJY,PHA-739358,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)C(C5=CC=CC=C5)OC
D0D2YZ,BMTP-11,
D01OOQ,FP-253-GDEPT,
D3TW6X,ZEN003694,
D8VJT5,ZEN-3694,
D0B8ES,AA-123,
D5MV0R,Acapatamab,
D6L5YT,REGN4336,
DKX1U6,AMG 340,
DY4X5W,CCW702,
D0H7XJ,ASP-9521,CC(C)(CC1CCN(CC1)C(=O)C2=CC3=C(N2)C=CC(=C3)OC)O
D0WD6K,VPM-4-001,
D0H0HJ,Tranylcypromine,C1C(C1N)C2=CC=CC=C2
D0F3FC,GSK-650394,C1CCC(C1)C2=C(C=CC(=C2)C3=CNC4=C3C=C(C=N4)C5=CC=CC=C5)C(=O)O
DN68MW,P-PSMA-101,
D09WCN,Intetumumab,
D09RZH,AdRTVP-1,
D09JCH,CDNA vaccine,
D0H1WC,LY3023414,CC(CN1C2=C3C=C(C=CC3=NC=C2N(C1=O)C)C4=CC(=CN=C4)C(C)(C)O)OC
D0J4XV,AZD4635,CC1=CC(=CC(=N1)Cl)C2=C(N=C(N=N2)N)C3=CC=C(C=C3)F
D08HQI,ISIS-EIF4E,
D0L4FS,Genistein,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O
D04NVK,ShRNA molecule silencing DNAPK radiosensitizer,
D02LJW,Tirbanibulin,C1COCCN1CCOC2=CC=C(C=C2)C3=CN=C(C=C3)CC(=O)NCC4=CC=CC=C4
D8UZM7,REGN5678,
D04VVD,TeloB-Vax,
D04ZXP,Dicycloplatin,C1CC(C1)(C(=O)O)C(=O)O.C1CC(C1)(C(=O)[O-])C(=O)[O-].N.N.[Pt+2]
D08EUS,CGC-11047,CCNCCCNCC=CCNCCCNCC
D0E6AF,Radium-223-Dichloride,
DQ9OL5,OBI-3424,CC(C1=CC(=C(C=C1)[N+](=O)[O-])OC2=CC=CC(=C2)C(=O)N(C)C)OP(=O)(N3CC3)N4CC4
D8P1KS,Zilovertamab,
D01ARU,DST-2970,
D02STN,ABIRATERONE,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O
D03EDD,VN/107-1,CC12CCC(=O)C=C1CCC3C2CCC4(C3CC=C4N5C=NC=N5)C
D05RVA,CFG920,CC1=C(C=NC=C1)N2CCN(C2=O)C3=CC(=NC=C3)Cl
D06CNP,Abiraterone acetate,CC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CC=C4C5=CN=CC=C5)C)C
D0M1YW,ANG-3407,
D0X3OI,TAK-700,CNC(=O)C1=CC2=C(C=C1)C=C(C=C2)C3(CCN4C3=CN=C4)O
D78CME,TAVT-45,
D0E7FM,GTx-758,C1=CC(=CC=C1N(C2=CC=C(C=C2)F)C(=O)C3=CC(=C(C=C3)O)F)O
D0O6YE,RG7450,
DAX06Q,AMG 509,
D0YG4P,Anti-OX40 mab,
D09PGG,MVI-816,
D0J1CF,Her2- and PSA-targeted TGX-D1,
D0D2XA,REIC gene therapy,
D02EEK,J 591 Lu-177,
D03JTL,APVO414,
D03ZHE,MDX-070,
D04KRV,Iofolastat I-124,C1=CC(=CC=C1CNCCCCC(C(=O)O)NC(=O)NC(CCC(=O)O)C(=O)O)I
D05UAO,J591-Ac-225,
D07KHR,PSMA-VRP,
D08FTP,99mTc-MIP-1404,[CH-]=O.[CH-]=O.[CH-]=O.C1=CN(C(=N1)CN(CCCCC(C(=O)O)NC(=O)CCC(C(=O)O)NC(=O)NC(CCC(=O)O)C(=O)O)CC2=NC=CN2CC(=O)N(CC(=O)O)CC(=O)O)CC(=O)N(CC(=O)O)CC(=O)O.[Cl-].[Tc+4]
