target_id,pathway_name
T44682,
T49639,
T91894,Neuroactive ligand-receptor interaction
T91894,Renin-angiotensin system
T13259,"Alanine, aspartate and glutamate metabolism"
T13259,Butanoate metabolism
T13259,Metabolic pathways
T22778,
T33275,
T27861,
T33976,
T44916,
T47387,NF-kappa B signaling pathway
T47387,HIF-1 signaling pathway
T47387,Sphingolipid signaling pathway
T47387,Protein processing in endoplasmic reticulum
T47387,PI3K-Akt signaling pathway
T47387,Apoptosis
T47387,Adrenergic signaling in cardiomyocytes
T47387,Focal adhesion
T47387,Neurotrophin signaling pathway
T47387,Cholinergic synapse
T47387,Amyotrophic lateral sclerosis (ALS)
T47387,Toxoplasmosis
T47387,Tuberculosis
T47387,Hepatitis B
T47387,Epstein-Barr virus infection
T47387,Pathways in cancer
T47387,MicroRNAs in cancer
T47387,Colorectal cancer
T47387,Prostate cancer
T47387,Small cell lung cancer
T48703,Toll-like receptor signaling pathway
T63204,
T87871,Wnt signaling pathway
T88483,
T97111,Hematopoietic cell lineage
T99989,
T08583,Complement and coagulation cascades
T30985,Calcium signaling pathway
T30985,Neuroactive ligand-receptor interaction
T30985,Gastric acid secretion
T92687,
T97141,Calcium signaling pathway
T97141,cGMP-PKG signaling pathway
T97141,Vascular smooth muscle contraction
T97141,Focal adhesion
T97141,Platelet activation
T97141,Regulation of actin cytoskeleton
T97141,Oxytocin signaling pathway
T97141,Gastric acid secretion
T00494,ABC transporters
T00494,Fat digestion and absorption
T46628,Fat digestion and absorption
T88697,
T28330,Calcium signaling pathway
T28330,Neuroactive ligand-receptor interaction
T28330,Insulin secretion
T28330,Pancreatic secretion
T62306,Neuroactive ligand-receptor interaction
T53811,
T37952,NF-kappa B signaling pathway
T37952,PI3K-Akt signaling pathway
T37952,Osteoclast differentiation
T37952,Platelet activation
T37952,Natural killer cell mediated cytotoxicity
T37952,B cell receptor signaling pathway
T37952,Fc epsilon RI signaling pathway
T37952,Fc gamma R-mediated phagocytosis
T37952,Tuberculosis
T37952,Epstein-Barr virus infection
T37952,Viral carcinogenesis
T40954,Purine metabolism
T40954,Caffeine metabolism
T40954,Drug metabolism - other enzymes
T40954,Metabolic pathways
T40954,Peroxisome
T03513,
T83386,Endocytosis
T06421,Cytokine-cytokine receptor interaction
T06421,PI3K-Akt signaling pathway
T06421,Osteoclast differentiation
T06421,Toll-like receptor signaling pathway
T06421,Jak-STAT signaling pathway
T06421,Natural killer cell mediated cytotoxicity
T06421,Hepatitis C
T06421,Hepatitis B
T06421,Measles
T06421,Influenza A
T06421,Herpes simplex infection
T09092,Cytokine-cytokine receptor interaction
T09092,FoxO signaling pathway
T09092,Jak-STAT signaling pathway
T09092,T cell receptor signaling pathway
T09092,Intestinal immune network for IgA production
T09092,Pertussis
T09092,Leishmaniasis
T09092,Chagas disease (American trypanosomiasis)
T09092,African trypanosomiasis
T09092,Malaria
T09092,Toxoplasmosis
T09092,Amoebiasis
T09092,Staphylococcus aureus infection
T09092,Tuberculosis
T09092,Epstein-Barr virus infection
T09092,Asthma
T09092,Autoimmune thyroid disease
T09092,Inflammatory bowel disease (IBD)
T09092,Systemic lupus erythematosus
T09092,Allograft rejection
T54055,
T24373,Steroid biosynthesis
T24373,Lysosome
T29736,PI3K-Akt signaling pathway
T29736,Focal adhesion
T29736,ECM-receptor interaction
T29736,Toxoplasmosis
T29736,Amoebiasis
T29736,Pathways in cancer
T29736,Small cell lung cancer
T96876,
T58741,
T82277,
T79051,
T93121,
T00750,
T05938,
T26226,Cytokine-cytokine receptor interaction
T26226,Neuroactive ligand-receptor interaction
T26226,PI3K-Akt signaling pathway
T26226,Jak-STAT signaling pathway
T26226,Prolactin signaling pathway
T10092,Neuroactive ligand-receptor interaction
T10092,GnRH signaling pathway
T10092,Ovarian steroidogenesis
T10092,Prolactin signaling pathway
T10092,Thyroid hormone synthesis
T10092,Autoimmune thyroid disease
T79473,Calcium signaling pathway
T79473,Neuroactive ligand-receptor interaction
T79473,Ovarian steroidogenesis
T79473,Prolactin signaling pathway
T00039,Hippo signaling pathway
T21307,MAPK signaling pathway
T21307,VEGF signaling pathway
T21307,Neurotrophin signaling pathway
T21307,Viral carcinogenesis
T29036,
T29741,
T32137,HIF-1 signaling pathway
T32137,Phagosome
T32137,Osteoclast differentiation
T32137,Leukocyte transendothelial migration
T59550,Lysosome
T63512,Ether lipid metabolism
T92640,Rap1 signaling pathway
T92640,Neuroactive ligand-receptor interaction
T92640,PI3K-Akt signaling pathway
T92640,Gap junction
T92640,Pathways in cancer
T95923,Rap1 signaling pathway
T95923,Neuroactive ligand-receptor interaction
T95923,PI3K-Akt signaling pathway
T95923,Pathways in cancer
T98269,NOD-like receptor signaling pathway
T98269,Cytosolic DNA-sensing pathway
T98269,Amyotrophic lateral sclerosis (ALS)
T98269,Salmonella infection
T98269,Pertussis
T98269,Legionellosis
T98269,Influenza A
T66693,
T45182,
T63233,
T01318,Pyrimidine metabolism
T01318,Metabolic pathways
T16731,Oxidative phosphorylation
T16731,Metabolic pathways
T16731,Phagosome
T16731,Synaptic vesicle cycle
T16731,Collecting duct acid secretion
T16731,Vibrio cholerae infection
T16731,Epithelial cell signaling in Helicobacter pylori infection
T16731,Rheumatoid arthritis
T20331,Neuroactive ligand-receptor interaction
T20474,
T33491,
T40785,Starch and sucrose metabolism
T40785,MAPK signaling pathway - yeast
T66350,Measles
T67046,
T67282,
T78173,
T79534,
T95410,
T63231,
T65429,
T63195,
T00523,
T05089,
T05196,
T11288,ABC transporters
T11288,Sphingolipid signaling pathway
T11288,Vitamin digestion and absorption
T11288,MicroRNAs in cancer
T22583,
T26623,Pentose and glucuronate interconversions
T26623,Fructose and mannose metabolism
T26623,Galactose metabolism
T26623,Glycerolipid metabolism
T26623,Metabolic pathways
T63200,
T70680,
T78198,Purine metabolism
T78198,Pyrimidine metabolism
T78198,Nicotinate and nicotinamide metabolism
T78198,Metabolic pathways
T86057,
T11947,Complement and coagulation cascades
T35040,
T40663,
T50445,Cytokine-cytokine receptor interaction
T50445,NF-kappa B signaling pathway
T50445,Cell adhesion molecules (CAMs)
T50445,Toll-like receptor signaling pathway
T50445,Intestinal immune network for IgA production
T50445,Malaria
T50445,Toxoplasmosis
T50445,HTLV-I infection
T50445,Epstein-Barr virus infection
T50445,Transcriptional misregulation in cancer
T50445,Asthma
T50445,Autoimmune thyroid disease
T50445,Systemic lupus erythematosus
T50445,Allograft rejection
T50445,Primary immunodeficiency
T50445,Viral myocarditis
T85944,Lipopolysaccharide biosynthesis
T85944,Metabolic pathways
T38284,
T15783,Antigen processing and presentation
T15783,Natural killer cell mediated cytotoxicity
T15783,Graft-versus-host disease
T30938,Purine metabolism
T30938,Pyrimidine metabolism
T30938,Metabolic pathways
T30938,RNA polymerase
T41560,
T62449,Cell cycle
T62449,p53 signaling pathway
T62449,HTLV-I infection
T62449,Viral carcinogenesis
T99338,NOD-like receptor signaling pathway
T99338,RIG-I-like receptor signaling pathway
T99338,Cytosolic DNA-sensing pathway
T99338,Human cytomegalovirus infection
T99338,Herpes simplex virus 1 infection
T99338,Human immunodeficiency virus 1 infection
T22977,Peroxisome
T22977,Amyotrophic lateral sclerosis (ALS)
T22977,Huntington's disease
T22977,Prion diseases
T16117,Arginine and proline metabolism
T16117,Metabolic pathways
T16117,Calcium signaling pathway
T16117,Phagosome
T16117,Circadian entrainment
T16117,Long-term depression
T16117,Salivary secretion
T16117,Alzheimer's disease
T16117,Amyotrophic lateral sclerosis (ALS)
T81183,
T03917,cGMP-PKG signaling pathway
T03917,cAMP signaling pathway
T03917,Cardiac muscle contraction
T03917,Adrenergic signaling in cardiomyocytes
T03917,Insulin secretion
T03917,Thyroid hormone synthesis
T03917,Thyroid hormone signaling pathway
T03917,Aldosterone-regulated sodium reabsorption
T03917,Endocrine and other factor-regulated calcium reabsorption
T03917,Proximal tubule bicarbonate reclamation
T03917,Salivary secretion
T03917,Gastric acid secretion
T03917,Pancreatic secretion
T03917,Carbohydrate digestion and absorption
T03917,Protein digestion and absorption
T03917,Bile secretion
T03917,Mineral absorption
T04394,
T12966,Calcium signaling pathway
T12966,Cardiac muscle contraction
T12966,Adrenergic signaling in cardiomyocytes
T12966,Hypertrophic cardiomyopathy (HCM)
T12966,Dilated cardiomyopathy
T33245,
T36053,
T54771,Carbohydrate digestion and absorption
T54771,Bile secretion
T54771,Mineral absorption
T61581,Purine metabolism
T61581,cGMP-PKG signaling pathway
T61581,Vascular smooth muscle contraction
T61581,Gap junction
T61581,Platelet activation
T61581,Circadian entrainment
T61581,Long-term depression
T61581,Oxytocin signaling pathway
T61581,Salivary secretion
T65074,
T65198,ErbB signaling pathway
T65783,
T74937,Tyrosine metabolism
T74937,Metabolic pathways
T85523,Hypertrophic cardiomyopathy (HCM)
T85523,Dilated cardiomyopathy
T92072,cGMP-PKG signaling pathway
T92072,cAMP signaling pathway
T92072,Sphingolipid signaling pathway
T92072,Neuroactive ligand-receptor interaction
T92072,Morphine addiction
T92328,
T05152,
T40492,
T53903,
T56518,
T71501,
T81443,NF-kappa B signaling pathway
T81443,HIF-1 signaling pathway
T81443,Phagosome
T81443,PI3K-Akt signaling pathway
T81443,Toll-like receptor signaling pathway
T81443,Pathogenic Escherichia coli infection
T81443,Salmonella infection
T81443,Pertussis
T81443,Legionellosis
T81443,Leishmaniasis
T81443,Chagas disease (American trypanosomiasis)
T81443,Malaria
T81443,Toxoplasmosis
T81443,Amoebiasis
T81443,Tuberculosis
T81443,Hepatitis B
T81443,Measles
T81443,Influenza A
T81443,Proteoglycans in cancer
T81443,Inflammatory bowel disease (IBD)
T81443,Rheumatoid arthritis
T03313,Cytokine-cytokine receptor interaction
T03313,Endocytosis
T03313,PI3K-Akt signaling pathway
T03313,Jak-STAT signaling pathway
T03313,Hematopoietic cell lineage
T03313,Measles
T03313,HTLV-I infection
T59001,
T09909,Neuroactive ligand-receptor interaction
T09909,Adrenergic signaling in cardiomyocytes
T09909,Renin-angiotensin system
T30834,Vascular smooth muscle contraction
T31956,Renin-angiotensin system
T32247,Neuroactive ligand-receptor interaction
T32247,Osteoclast differentiation
T41580,cGMP-PKG signaling pathway
T41580,Neuroactive ligand-receptor interaction
T45287,
T49526,Adrenergic signaling in cardiomyocytes
T49526,Cholinergic synapse
T49526,Gastric acid secretion
T49526,Pancreatic secretion
T49526,Protein digestion and absorption
T49526,Vibrio cholerae infection
T53381,Calcium signaling pathway
T53381,cGMP-PKG signaling pathway
T53381,Neuroactive ligand-receptor interaction
T53381,Adrenergic signaling in cardiomyocytes
T53381,Vascular smooth muscle contraction
T53381,Salivary secretion
T55302,cGMP-PKG signaling pathway
T59056,Steroid hormone biosynthesis
T59056,Metabolic pathways
T59174,cAMP signaling pathway
T59174,Cardiac muscle contraction
T59174,Adrenergic signaling in cardiomyocytes
T59174,Regulation of actin cytoskeleton
T59174,Thyroid hormone signaling pathway
T59174,Salivary secretion
T59174,Gastric acid secretion
T59174,Pancreatic secretion
T59174,Bile secretion
T59174,Proteoglycans in cancer
T63201,
T64795,MAPK signaling pathway
T64795,Calcium signaling pathway
T64795,Circadian entrainment
T64795,Type II diabetes mellitus
T67102,Sphingolipid signaling pathway
T67102,Lysosome
T67102,Tuberculosis
T68315,
T68967,
T72038,
T74654,
T82624,
T84886,
T92609,Calcium signaling pathway
T92609,cGMP-PKG signaling pathway
T92609,Neuroactive ligand-receptor interaction
T92609,AMPK signaling pathway
T92609,Adrenergic signaling in cardiomyocytes
T92609,Vascular smooth muscle contraction
T92609,Salivary secretion
T93878,Salivary secretion
T93878,Pancreatic secretion
T93878,Vibrio cholerae infection
T35842,Neuroactive ligand-receptor interaction
T35842,Melanogenesis
T06020,
T93662,
T57392,Metabolism of xenobiotics by cytochrome P450
T57392,Drug metabolism - cytochrome P450
T57392,Serotonergic synapse
T69485,Neuroactive ligand-receptor interaction
T73482,Neuroactive ligand-receptor interaction
T86671,
T23348,PI3K-Akt signaling pathway
T23348,Focal adhesion
T23348,ECM-receptor interaction
T23348,Complement and coagulation cascades
T23348,Platelet activation
T45083,
T56556,
T64591,Serotonergic synapse
T77400,Purine metabolism
T77400,cGMP-PKG signaling pathway
T77400,Morphine addiction
T84133,Purine metabolism
T84133,Morphine addiction
T36059,
T45074,
T99566,
T27770,
T47164,MAPK signaling pathway
T47164,Ras signaling pathway
T47164,FoxO signaling pathway
T47164,Pathways in cancer
T47164,Non-small cell lung cancer
T49049,
T05904,
T13726,PPAR signaling pathway
T13726,PI3K-Akt signaling pathway
T13726,Thyroid hormone signaling pathway
T13726,Adipocytokine signaling pathway
T13726,Non-alcoholic fatty liver disease (NAFLD)
T13726,Bile secretion
T13726,Hepatitis C
T13726,Pathways in cancer
T13726,Transcriptional misregulation in cancer
T13726,Thyroid cancer
T13726,Small cell lung cancer
T13726,Non-small cell lung cancer
T60077,
T73756,Axon guidance
T99616,
T74066,
T08326,
T97257,MAPK signaling pathway
T97257,Cytokine-cytokine receptor interaction
T97257,FoxO signaling pathway
T97257,Cell cycle
T97257,Endocytosis
T97257,TGF-beta signaling pathway
T97257,Osteoclast differentiation
T97257,Hippo signaling pathway
T97257,Intestinal immune network for IgA production
T97257,Non-alcoholic fatty liver disease (NAFLD)
T97257,Leishmaniasis
T97257,Chagas disease (American trypanosomiasis)
T97257,Malaria
T97257,Toxoplasmosis
T97257,Amoebiasis
T97257,Tuberculosis
T97257,Hepatitis B
T97257,HTLV-I infection
T97257,Pathways in cancer
T97257,Proteoglycans in cancer
T97257,Colorectal cancer
T97257,Renal cell carcinoma
T97257,Pancreatic cancer
T97257,Chronic myeloid leukemia
T97257,Inflammatory bowel disease (IBD)
T97257,Rheumatoid arthritis
T97257,Hypertrophic cardiomyopathy (HCM)
T97257,Dilated cardiomyopathy
T10828,Hippo signaling pathway
T31299,
T41171,
T43206,Circadian rhythm
T43206,Inflammatory bowel disease (IBD)
T51803,
T63986,
T90989,MAPK signaling pathway
T90989,Ras signaling pathway
T90989,Rap1 signaling pathway
T90989,Endocytosis
T90989,PI3K-Akt signaling pathway
T90989,Signaling pathways regulating pluripotency of stem cells
T90989,Regulation of actin cytoskeleton
T49571,
T12097,
T15797,
T33765,
T42854,
T65868,
T82083,
T84397,Phagosome
T84397,Gap junction
T84397,Pathogenic Escherichia coli infection
T92689,
T02318,Cytokine-cytokine receptor interaction
T02318,NF-kappa B signaling pathway
T02318,Intestinal immune network for IgA production
T02318,Rheumatoid arthritis
T02532,Cell adhesion molecules (CAMs)
T02532,Hematopoietic cell lineage
T05090,Thyroid hormone signaling pathway
T05090,Alcoholism
T05090,Viral carcinogenesis
T07394,Dorso-ventral axis formation
T07394,Notch signaling pathway
T07394,Thyroid hormone signaling pathway
T07394,Prion diseases
T07394,MicroRNAs in cancer
T14676,
T20891,PPAR signaling pathway
T20891,FoxO signaling pathway
T20891,Sphingolipid signaling pathway
T20891,mTOR signaling pathway
T20891,PI3K-Akt signaling pathway
T20891,AMPK signaling pathway
T20891,Focal adhesion
T20891,T cell receptor signaling pathway
T20891,Fc epsilon RI signaling pathway
T20891,Neurotrophin signaling pathway
T20891,Insulin signaling pathway
T20891,Thyroid hormone signaling pathway
T20891,Aldosterone-regulated sodium reabsorption
T20891,Toxoplasmosis
T20891,Hepatitis C
T20891,Proteoglycans in cancer
T20891,Endometrial cancer
T20891,Prostate cancer
T20891,Non-small cell lung cancer
T20891,Choline metabolism in cancer
T33636,
T45196,
T49453,Dorso-ventral axis formation
T49453,Notch signaling pathway
T49453,Thyroid hormone signaling pathway
T49453,Prion diseases
T49453,MicroRNAs in cancer
T51191,Cell cycle
T51191,Notch signaling pathway
T51191,Thyroid hormone signaling pathway
T51191,Huntington's disease
T51191,Alcoholism
T51191,Epstein-Barr virus infection
T51191,Pathways in cancer
T51191,Transcriptional misregulation in cancer
T51191,Viral carcinogenesis
T51191,Chronic myeloid leukemia
T54582,Nicotinate and nicotinamide metabolism
T54582,Metabolic pathways
T55610,HIF-1 signaling pathway
T55610,mTOR signaling pathway
T55610,Thyroid hormone signaling pathway
T55610,Pathways in cancer
T55610,Proteoglycans in cancer
T55610,Renal cell carcinoma
T55610,Central carbon metabolism in cancer
T55610,Choline metabolism in cancer
T58238,Cell adhesion molecules (CAMs)
T58238,Toll-like receptor signaling pathway
T58238,Intestinal immune network for IgA production
T58238,Type I diabetes mellitus
T58238,Autoimmune thyroid disease
T58238,Systemic lupus erythematosus
T58238,Rheumatoid arthritis
T58238,Allograft rejection
T58238,Graft-versus-host disease
T58238,Viral myocarditis
T58298,Purine metabolism
T58298,Pyrimidine metabolism
T58298,Epstein-Barr virus infection
T64987,
T65236,
T66266,
T76396,
T81892,NF-kappa B signaling pathway
T81892,Ubiquitin mediated proteolysis
T81892,Apoptosis
T81892,Focal adhesion
T81892,Toxoplasmosis
T81892,HTLV-I infection
T81892,Pathways in cancer
T81892,Small cell lung cancer
T89873,Mineral absorption
T97008,Cysteine and methionine metabolism
T97008,Metabolic pathways
T97008,Biosynthesis of amino acids
T97155,Fanconi anemia pathway
T97155,Cell cycle
T97155,p53 signaling pathway
T97155,HTLV-I infection
T99704,Cell adhesion molecules (CAMs)
T01822,
T02134,Glutathione metabolism
T02134,Metabolic pathways
T04079,
T04820,
T07289,
T07569,
T08884,
T14541,
T17448,Histidine metabolism
T20089,
T21291,
T23761,
T28658,
T31751,
T32468,
T39610,Ras signaling pathway
T39610,Rap1 signaling pathway
T39610,Calcium signaling pathway
T39610,cGMP-PKG signaling pathway
T39610,cAMP signaling pathway
T39610,Phosphatidylinositol signaling system
T39610,Oocyte meiosis
T39610,Adrenergic signaling in cardiomyocytes
T39610,Vascular smooth muscle contraction
T39610,Circadian entrainment
T39610,Long-term potentiation
T39610,Neurotrophin signaling pathway
T39610,Dopaminergic synapse
T39610,Olfactory transduction
T39610,Phototransduction
T39610,Inflammatory mediator regulation of TRP channels
T39610,Insulin signaling pathway
T39610,GnRH signaling pathway
T39610,Estrogen signaling pathway
T39610,Melanogenesis
T39610,Oxytocin signaling pathway
T39610,Glucagon signaling pathway
T39610,Salivary secretion
T39610,Gastric acid secretion
T39610,Alzheimer's disease
T39610,Amphetamine addiction
T39610,Alcoholism
T39610,Pertussis
T39610,Tuberculosis
T39610,Glioma
T44614,
T46465,
T50547,
T53748,
T54065,
T54940,
T60810,
T68230,
T72444,
T82841,Ras signaling pathway
T82841,Rap1 signaling pathway
T82841,cGMP-PKG signaling pathway
T82841,HIF-1 signaling pathway
T82841,FoxO signaling pathway
T82841,Oocyte meiosis
T82841,Regulation of autophagy
T82841,mTOR signaling pathway
T82841,PI3K-Akt signaling pathway
T82841,AMPK signaling pathway
T82841,Regulation of actin cytoskeleton
T82841,Insulin signaling pathway
T82841,Insulin secretion
T82841,Ovarian steroidogenesis
T82841,Progesterone-mediated oocyte maturation
T82841,Prolactin signaling pathway
T82841,Type II diabetes mellitus
T82841,Non-alcoholic fatty liver disease (NAFLD)
T82841,Type I diabetes mellitus
T82841,Maturity onset diabetes of the young
T82841,Aldosterone-regulated sodium reabsorption
T82841,Prostate cancer
T84581,
T95339,
T96476,
T96816,
T00938,Tyrosine metabolism
T00938,Metabolic pathways
T00938,Melanogenesis
T13348,Base excision repair
T15344,Cytokine-cytokine receptor interaction
T16538,
T22658,Cytokine-cytokine receptor interaction
T22658,Chemokine signaling pathway
T22658,NF-kappa B signaling pathway
T22658,Toll-like receptor signaling pathway
T22658,NOD-like receptor signaling pathway
T22658,RIG-I-like receptor signaling pathway
T22658,Non-alcoholic fatty liver disease (NAFLD)
T22658,Epithelial cell signaling in Helicobacter pylori infection
T22658,Shigellosis
T22658,Salmonella infection
T22658,Pertussis
T22658,Legionellosis
T22658,Chagas disease (American trypanosomiasis)
T22658,Malaria
T22658,Amoebiasis
T22658,Hepatitis C
T22658,Hepatitis B
T22658,Influenza A
T22658,Pathways in cancer
T22658,Transcriptional misregulation in cancer
T22658,Bladder cancer
T22658,Rheumatoid arthritis
T23276,MAPK signaling pathway
T23276,ErbB signaling pathway
T23276,Ras signaling pathway
T23276,Rap1 signaling pathway
T23276,cGMP-PKG signaling pathway
T23276,cAMP signaling pathway
T23276,Chemokine signaling pathway
T23276,HIF-1 signaling pathway
T23276,FoxO signaling pathway
T23276,Sphingolipid signaling pathway
T23276,Oocyte meiosis
T23276,mTOR signaling pathway
T23276,PI3K-Akt signaling pathway
T23276,Adrenergic signaling in cardiomyocytes
T23276,Vascular smooth muscle contraction
T23276,Dorso-ventral axis formation
T23276,TGF-beta signaling pathway
T23276,Axon guidance
T23276,VEGF signaling pathway
T23276,Osteoclast differentiation
T23276,Focal adhesion
T23276,Adherens junction
T23276,Gap junction
T23276,Signaling pathways regulating pluripotency of stem cells
T23276,Platelet activation
T23276,Toll-like receptor signaling pathway
T23276,NOD-like receptor signaling pathway
T23276,Natural killer cell mediated cytotoxicity
T23276,T cell receptor signaling pathway
T23276,B cell receptor signaling pathway
T23276,Fc epsilon RI signaling pathway
T23276,Fc gamma R-mediated phagocytosis
T23276,TNF signaling pathway
T23276,Circadian entrainment
T23276,Long-term potentiation
T23276,Neurotrophin signaling pathway
T23276,Retrograde endocannabinoid signaling
T23276,Glutamatergic synapse
T23276,Cholinergic synapse
T23276,Serotonergic synapse
T23276,Long-term depression
T23276,Regulation of actin cytoskeleton
T23276,Insulin signaling pathway
T23276,GnRH signaling pathway
T23276,Progesterone-mediated oocyte maturation
T23276,Estrogen signaling pathway
T23276,Melanogenesis
T23276,Prolactin signaling pathway
T23276,Thyroid hormone signaling pathway
T23276,Oxytocin signaling pathway
T23276,Type II diabetes mellitus
T23276,Aldosterone-regulated sodium reabsorption
T23276,Alzheimer's disease
T23276,Prion diseases
T23276,Alcoholism
T23276,Shigellosis
T23276,Salmonella infection
T23276,Pertussis
T23276,Leishmaniasis
T23276,Chagas disease (American trypanosomiasis)
T23276,Toxoplasmosis
T23276,Tuberculosis
T23276,Hepatitis C
T23276,Hepatitis B
T23276,Influenza A
T23276,Pathways in cancer
T23276,Viral carcinogenesis
T23276,Proteoglycans in cancer
T23276,Colorectal cancer
T23276,Renal cell carcinoma
T23276,Pancreatic cancer
T23276,Endometrial cancer
T23276,Glioma
T23276,Prostate cancer
T23276,Thyroid cancer
T23276,Melanoma
T23276,Bladder cancer
T23276,Chronic myeloid leukemia
T23276,Acute myeloid leukemia
T23276,Non-small cell lung cancer
T23276,Central carbon metabolism in cancer
T23276,Choline metabolism in cancer
T29339,NF-kappa B signaling pathway
T29339,RIG-I-like receptor signaling pathway
T29339,Cytosolic DNA-sensing pathway
T29339,Hepatitis C
T29339,Hepatitis B
T29339,Measles
T29339,Influenza A
T29339,Herpes simplex infection
T29339,Epstein-Barr virus infection
T31072,
T37847,
T46128,
T46208,
T47415,
T51883,
T52316,MAPK signaling pathway
T52316,ErbB signaling pathway
T52316,Ras signaling pathway
T52316,Rap1 signaling pathway
T52316,cGMP-PKG signaling pathway
T52316,cAMP signaling pathway
T52316,Chemokine signaling pathway
T52316,FoxO signaling pathway
T52316,Sphingolipid signaling pathway
T52316,PI3K-Akt signaling pathway
T52316,Vascular smooth muscle contraction
T52316,VEGF signaling pathway
T52316,Focal adhesion
T52316,Gap junction
T52316,Signaling pathways regulating pluripotency of stem cells
T52316,Natural killer cell mediated cytotoxicity
T52316,T cell receptor signaling pathway
T52316,B cell receptor signaling pathway
T52316,Fc epsilon RI signaling pathway
T52316,Fc gamma R-mediated phagocytosis
T52316,Long-term potentiation
T52316,Neurotrophin signaling pathway
T52316,Serotonergic synapse
T52316,Long-term depression
T52316,Regulation of actin cytoskeleton
T52316,Insulin signaling pathway
T52316,GnRH signaling pathway
T52316,Progesterone-mediated oocyte maturation
T52316,Estrogen signaling pathway
T52316,Melanogenesis
T52316,Prolactin signaling pathway
T52316,Thyroid hormone signaling pathway
T52316,Oxytocin signaling pathway
T52316,Alcoholism
T52316,Tuberculosis
T52316,Hepatitis C
T52316,Hepatitis B
T52316,Influenza A
T52316,Pathways in cancer
T52316,Proteoglycans in cancer
T52316,MicroRNAs in cancer
T52316,Colorectal cancer
T52316,Renal cell carcinoma
T52316,Pancreatic cancer
T52316,Endometrial cancer
T52316,Glioma
T52316,Prostate cancer
T52316,Melanoma
T52316,Bladder cancer
T52316,Chronic myeloid leukemia
T52316,Acute myeloid leukemia
T52316,Non-small cell lung cancer
T52316,Central carbon metabolism in cancer
T52316,Choline metabolism in cancer
T58970,MAPK signaling pathway
T58970,ErbB signaling pathway
T58970,Ras signaling pathway
T58970,Rap1 signaling pathway
T58970,cGMP-PKG signaling pathway
T58970,cAMP signaling pathway
T58970,Chemokine signaling pathway
T58970,HIF-1 signaling pathway
T58970,FoxO signaling pathway
T58970,Sphingolipid signaling pathway
T58970,Oocyte meiosis
T58970,mTOR signaling pathway
T58970,PI3K-Akt signaling pathway
T58970,Adrenergic signaling in cardiomyocytes
T58970,Vascular smooth muscle contraction
T58970,Dorso-ventral axis formation
T58970,TGF-beta signaling pathway
T58970,Axon guidance
T58970,VEGF signaling pathway
T58970,Osteoclast differentiation
T58970,Focal adhesion
T58970,Adherens junction
T58970,Gap junction
T58970,Signaling pathways regulating pluripotency of stem cells
T58970,Platelet activation
T58970,Toll-like receptor signaling pathway
T58970,NOD-like receptor signaling pathway
T58970,Natural killer cell mediated cytotoxicity
T58970,T cell receptor signaling pathway
T58970,B cell receptor signaling pathway
T58970,Fc epsilon RI signaling pathway
T58970,Fc gamma R-mediated phagocytosis
T58970,TNF signaling pathway
T58970,Circadian entrainment
T58970,Long-term potentiation
T58970,Neurotrophin signaling pathway
T58970,Retrograde endocannabinoid signaling
T58970,Glutamatergic synapse
T58970,Cholinergic synapse
T58970,Serotonergic synapse
T58970,Long-term depression
T58970,Regulation of actin cytoskeleton
T58970,Insulin signaling pathway
T58970,GnRH signaling pathway
T58970,Progesterone-mediated oocyte maturation
T58970,Estrogen signaling pathway
T58970,Melanogenesis
T58970,Prolactin signaling pathway
T58970,Thyroid hormone signaling pathway
T58970,Oxytocin signaling pathway
T58970,Type II diabetes mellitus
T58970,Aldosterone-regulated sodium reabsorption
T58970,Alzheimer's disease
T58970,Prion diseases
T58970,Alcoholism
T58970,Shigellosis
T58970,Salmonella infection
T58970,Pertussis
T58970,Leishmaniasis
T58970,Chagas disease (American trypanosomiasis)
T58970,Toxoplasmosis
T58970,Tuberculosis
T58970,Hepatitis C
T58970,Hepatitis B
T58970,Influenza A
T58970,Pathways in cancer
T58970,Viral carcinogenesis
T58970,Proteoglycans in cancer
T58970,MicroRNAs in cancer
T58970,Colorectal cancer
T58970,Renal cell carcinoma
T58970,Pancreatic cancer
T58970,Endometrial cancer
T58970,Glioma
T58970,Prostate cancer
T58970,Thyroid cancer
T58970,Melanoma
T58970,Bladder cancer
T58970,Chronic myeloid leukemia
T58970,Acute myeloid leukemia
T58970,Non-small cell lung cancer
T58970,Central carbon metabolism in cancer
T58970,Choline metabolism in cancer
T67363,Phagosome
T67363,PI3K-Akt signaling pathway
T67363,Focal adhesion
T67363,ECM-receptor interaction
T67363,Hematopoietic cell lineage
T67363,Regulation of actin cytoskeleton
T67363,Bacterial invasion of epithelial cells
T67363,Shigellosis
T67363,Pertussis
T67363,Proteoglycans in cancer
T67363,MicroRNAs in cancer
T67363,Hypertrophic cardiomyopathy (HCM)
T67363,Arrhythmogenic right ventricular cardiomyopathy (ARVC)
T67363,Dilated cardiomyopathy
T72269,
T75256,
T77594,Protein export
T77594,Protein processing in endoplasmic reticulum
T77594,Antigen processing and presentation
T77594,Thyroid hormone synthesis
T77594,Prion diseases
T82078,Phagosome
T82078,PI3K-Akt signaling pathway
T82078,Toll-like receptor signaling pathway
T82078,Legionellosis
T82078,Leishmaniasis
T82078,Chagas disease (American trypanosomiasis)
T82078,Malaria
T82078,Toxoplasmosis
