target_id,disease_name,target_disease_approval_status
T31391,Metabolic disorder,Phase 3
T35842,Metabolic disorder,Phase 1/2
T36557,Metabolic disorder,Phase 1
T38875,Metabolic disorder,Investigative
T49040,Metabolic disorder,Phase 2
T58921,Metabolic disorder,Preclinical
T59604,Metabolic disorder,Preclinical
T62841,Metabolic disorder,Patented
T64765,Metabolic disorder,Investigative
T65200,Metabolic disorder,Phase 2
T71167,Metabolic disorder,Phase 1
T72458,Metabolic disorder,Phase 1/2
T76685,Metabolic disorder,Phase 1
T84173,Metabolic disorder,Approved
T86273,Metabolic disorder,Investigative
T86591,Metabolic disorder,Preclinical
T86652,Metabolic disorder,Phase 1
T14597,Metastatic biliary tract neoplasms,Phase 2/3
T59328,Metastatic biliary tract neoplasms,Phase 2/3
T14597,Metastatic malignant neoplasm,Phase 1
T49639,Metastatic malignant neoplasm,Phase 1
T82383,Metastatic malignant neoplasm,Investigative
T87108,Metastatic malignant neoplasm,Phase 1
T92124,Metastatic malignant neoplasm,Phase 2
T03403,Migraine,Approved
T07806,Migraine,Approved
T11072,Migraine,Approved
T16117,Migraine,Phase 2
T18876,Migraine,Phase 2
T21945,Migraine,Approved
T27812,Migraine,Approved
T29303,Migraine,Approved
T31204,Migraine,Discontinued in Phase 1
T32060,Migraine,Discontinued in Phase 2
T32262,Migraine,Approved
T34949,Migraine,Approved
T38338,Migraine,Approved
T39716,Migraine,Approved
T44068,Migraine,Approved
T47094,Migraine,Phase 2
T47768,Migraine,Phase 2
T54644,Migraine,Approved
T55285,Migraine,Discontinued in Phase 2
T57392,Migraine,Investigative
T58992,Migraine,Phase 1
T62820,Migraine,Discontinued in Phase 2
T66665,Migraine,Phase 2
T67054,Migraine,Terminated
T67162,Migraine,Approved
T71192,Migraine,Discontinued in Phase 2
T75984,Migraine,Terminated
T78656,Migraine,Approved
T78709,Migraine,Approved
T83011,Migraine,Approved
T83193,Migraine,Discontinued in Phase 1
T83813,Migraine,Approved
T85605,Migraine,Phase 1
T89950,Migraine,Approved
T92185,Migraine,Phase 2
T99347,Migraine,Terminated
T54128,Monitored anaesthesia care,Approved
T02001,Mood disorder,Phase 1
T02719,Mood disorder,Discontinued in Phase 2
T07806,Mood disorder,Phase 1
T10265,Mood disorder,Phase 1
T11072,Mood disorder,Phase 2
T21945,Mood disorder,Phase 3
T27812,Mood disorder,Phase 3
T32060,Mood disorder,Approved
T40016,Mood disorder,Phase 2
T42748,Mood disorder,Phase 3
T45262,Mood disorder,Discontinued in Phase 2
T46360,Mood disorder,Phase 3
T47094,Mood disorder,Phase 2
T51408,Mood disorder,Discontinued in Phase 3
T55922,Mood disorder,Phase 2
T55959,Mood disorder,Phase 3
T61744,Mood disorder,Phase 1
T62820,Mood disorder,Discontinued in Phase 2
T63414,Mood disorder,Phase 1
T63967,Mood disorder,Phase 1
T65755,Mood disorder,Phase 3
T68547,Mood disorder,Phase 3
T72915,Mood disorder,Preclinical
T77400,Mood disorder,Phase 1
T78111,Mood disorder,Phase 2
T78709,Mood disorder,Approved
T83813,Mood disorder,Discontinued in Phase 2
T83875,Mood disorder,Phase 2
T84160,Mood disorder,Phase 3
T92653,Mood disorder,Discontinued in Phase 1
T99347,Mood disorder,Phase 2
T47768,Movement disorder,Investigative
T48873,Movement disorder,Phase 3
T02318,Multiple myeloma,Phase 3
T02551,Multiple myeloma,Phase 2
T02677,Multiple myeloma,Phase 1
T03513,Multiple myeloma,Phase 2
T07279,Multiple myeloma,Phase 1/2
T08391,Multiple myeloma,Terminated
T10877,Multiple myeloma,Approved
T12091,Multiple myeloma,Phase 2
T12499,Multiple myeloma,Phase 2
T12646,Multiple myeloma,Phase 1
T13017,Multiple myeloma,Phase 2
T14592,Multiple myeloma,Phase 1
T14912,Multiple myeloma,Phase 1
T16156,Multiple myeloma,Phase 2
T17687,Multiple myeloma,Phase 1/2
T17980,Multiple myeloma,Phase 2
T18477,Multiple myeloma,Phase 2
T18779,Multiple myeloma,Phase 1/2
T20178,Multiple myeloma,Approved
T21395,Multiple myeloma,Phase 1
T22095,Multiple myeloma,Phase 1
T22274,Multiple myeloma,Phase 1
T23172,Multiple myeloma,Terminated
T23519,Multiple myeloma,Approved
T23666,Multiple myeloma,Phase 2
T26203,Multiple myeloma,Phase 2
T27602,Multiple myeloma,Approved
T27861,Multiple myeloma,Phase 1
T28484,Multiple myeloma,Phase 2
T29130,Multiple myeloma,Phase 1/2
T31309,Multiple myeloma,Phase 3
T31621,Multiple myeloma,Investigative
T31989,Multiple myeloma,Phase 1/2
T32335,Multiple myeloma,Investigative
T32578,Multiple myeloma,Phase 2
T32720,Multiple myeloma,Phase 2
T35289,Multiple myeloma,Phase 1
T37539,Multiple myeloma,Phase 1/2
T38284,Multiple myeloma,Phase 2
T38950,Multiple myeloma,Phase 1
T44589,Multiple myeloma,Phase 1/2
T47101,Multiple myeloma,Phase 2
T47387,Multiple myeloma,Investigative
T48069,Multiple myeloma,Phase 1
T48429,Multiple myeloma,Phase 1
T51407,Multiple myeloma,Phase 3
T51499,Multiple myeloma,Phase 1/2
T51693,Multiple myeloma,Phase 2
T52624,Multiple myeloma,Investigative
T53472,Multiple myeloma,Phase 2
T53524,Multiple myeloma,Phase 2
T53585,Multiple myeloma,Phase 1/2
T54379,Multiple myeloma,Phase 1
T54902,Multiple myeloma,Phase 2
T56365,Multiple myeloma,Phase 2
T56697,Multiple myeloma,Phase 2
T57361,Multiple myeloma,Approved
T57700,Multiple myeloma,Phase 2
T58998,Multiple myeloma,Phase 1
T59001,Multiple myeloma,Phase 1
T59102,Multiple myeloma,Phase 2
T59631,Multiple myeloma,Phase 3
T60345,Multiple myeloma,Approved
T60631,Multiple myeloma,Phase 2
T61683,Multiple myeloma,Phase 2
T62184,Multiple myeloma,Approved
T65755,Multiple myeloma,Phase 2
T66693,Multiple myeloma,Approved
T67162,Multiple myeloma,Phase 2
T67619,Multiple myeloma,Phase 1
T68547,Multiple myeloma,Approved
T69707,Multiple myeloma,Approved
T71205,Multiple myeloma,Phase 1/2
T71928,Multiple myeloma,Phase 2
T72835,Multiple myeloma,Phase 1
T73097,Multiple myeloma,Phase 2
T74312,Multiple myeloma,Phase 1
T75243,Multiple myeloma,Approved
T77350,Multiple myeloma,Phase 1
T77515,Multiple myeloma,Phase 2
T80782,Multiple myeloma,Phase 2
T80975,Multiple myeloma,Phase 2
T82277,Multiple myeloma,Phase 1/2
T82383,Multiple myeloma,Phase 2
T82494,Multiple myeloma,Phase 1/2
T83011,Multiple myeloma,Discontinued in Phase 1
T83145,Multiple myeloma,Discontinued in Phase 1
T83797,Multiple myeloma,Phase 2
T83875,Multiple myeloma,Discontinued in Phase 1
T85435,Multiple myeloma,Phase 1
T85943,Multiple myeloma,Phase 2
T86052,Multiple myeloma,Phase 2
T86271,Multiple myeloma,Terminated
T86323,Multiple myeloma,Phase 1/2
T86836,Multiple myeloma,Approved
T88023,Multiple myeloma,Phase 1/2
T90695,Multiple myeloma,Approved
T91331,Multiple myeloma,Phase 1
T93440,Multiple myeloma,Investigative
T96079,Multiple myeloma,Approved
T96721,Multiple myeloma,Investigative
T97740,Multiple myeloma,Phase 3
T98052,Multiple myeloma,Approved
T99394,Multiple myeloma,Phase 1/2
T99948,Multiple myeloma,Phase 1
T00938,Multiple sclerosis,Phase 2
T01232,Multiple sclerosis,Phase 1
T01318,Multiple sclerosis,Approved
T02001,Multiple sclerosis,Discontinued in Phase 2
T02777,Multiple sclerosis,Discontinued in Phase 1
T02808,Multiple sclerosis,Approved
T03661,Multiple sclerosis,Phase 3
T03963,Multiple sclerosis,Phase 2
T05409,Multiple sclerosis,Phase 1
T05643,Multiple sclerosis,Phase 2
T06421,Multiple sclerosis,Approved
T07403,Multiple sclerosis,Discontinued in Phase 1
T08391,Multiple sclerosis,Phase 1
T08856,Multiple sclerosis,Terminated
T10265,Multiple sclerosis,Discontinued in Phase 2
T11388,Multiple sclerosis,Patented
T13852,Multiple sclerosis,Approved
T14676,Multiple sclerosis,Phase 2
T17248,Multiple sclerosis,Phase 2
T20251,Multiple sclerosis,Phase 2
T22839,Multiple sclerosis,Phase 3
T22977,Multiple sclerosis,Preclinical
T23471,Multiple sclerosis,Discontinued in Phase 1
T25005,Multiple sclerosis,Phase 3
T25307,Multiple sclerosis,Phase 1
T29683,Multiple sclerosis,Phase 2
T29879,Multiple sclerosis,Discontinued in Phase 1
T30687,Multiple sclerosis,Phase 1
T32282,Multiple sclerosis,Discontinued in Phase 2
T33754,Multiple sclerosis,Phase 2
T34123,Multiple sclerosis,Phase 2
T35232,Multiple sclerosis,Phase 1
T36059,Multiple sclerosis,Terminated
T40016,Multiple sclerosis,Phase 3
T40332,Multiple sclerosis,Phase 3
T40787,Multiple sclerosis,Terminated
T41141,Multiple sclerosis,Patented
T42446,Multiple sclerosis,Approved
T43415,Multiple sclerosis,Phase 3
T45758,Multiple sclerosis,Phase 2
T47941,Multiple sclerosis,Phase 2
T49578,Multiple sclerosis,Phase 2
T50089,Multiple sclerosis,Phase 1
T50823,Multiple sclerosis,Phase 1
T52450,Multiple sclerosis,Terminated
T53585,Multiple sclerosis,Approved
T54761,Multiple sclerosis,Phase 2
T58921,Multiple sclerosis,Phase 2
T61400,Multiple sclerosis,Approved
T61698,Multiple sclerosis,Approved
T61744,Multiple sclerosis,Discontinued in Phase 2
T61746,Multiple sclerosis,Patented
T62276,Multiple sclerosis,Phase 2
T62841,Multiple sclerosis,Patented
T67102,Multiple sclerosis,Clinical trial
T67952,Multiple sclerosis,Approved
T68251,Multiple sclerosis,Terminated
T68290,Multiple sclerosis,Patented
T70532,Multiple sclerosis,Phase 1
T72957,Multiple sclerosis,Discontinued in Phase 1
T73097,Multiple sclerosis,Phase 1/2
T73215,Multiple sclerosis,Approved
T76414,Multiple sclerosis,Phase 2
T76630,Multiple sclerosis,Approved
T77236,Multiple sclerosis,Patented
T77365,Multiple sclerosis,Terminated
T77664,Multiple sclerosis,Phase 3
T78111,Multiple sclerosis,Phase 1
T78892,Multiple sclerosis,Phase 2
T82494,Multiple sclerosis,Phase 1/2
T83145,Multiple sclerosis,Phase 3
T83198,Multiple sclerosis,Preclinical
T83611,Multiple sclerosis,Approved
T85943,Multiple sclerosis,Phase 3
T86130,Multiple sclerosis,Phase 2
T86552,Multiple sclerosis,Investigative
T86679,Multiple sclerosis,Terminated
T86702,Multiple sclerosis,Terminated
T87259,Multiple sclerosis,Phase 2
T88505,Multiple sclerosis,Preclinical
T89534,Multiple sclerosis,Phase 2
T89988,Multiple sclerosis,Phase 2
T92072,Multiple sclerosis,Terminated
T94033,Multiple sclerosis,Approved
T95498,Multiple sclerosis,Approved
T96144,Multiple sclerosis,Phase 3
T96627,Multiple sclerosis,Phase 3
T97353,Multiple sclerosis,Phase 2
T97587,Multiple sclerosis,Approved
T97617,Multiple sclerosis,Approved
T99313,Multiple sclerosis,Phase 2
T02779,Muscular dystrophy,Phase 2
T39321,Muscular dystrophy,Phase 1
T62151,Muscular dystrophy,Patented
T83011,Muscular dystrophy,Patented
T87749,Muscular dystrophy,Phase 2
T91894,Muscular dystrophy,Phase 2
T02546,Musculoskeletal disorder,Phase 3
T06020,Myasthenia gravis,Approved
T06020,Myasthenia gravis,Phase 3
T10877,Myasthenia gravis,Phase 2
T30082,Myasthenia gravis,Approved
T37308,Myasthenia gravis,Investigative
T45758,Myasthenia gravis,Phase 2
T49049,Myasthenia gravis,Approved
T49049,Myasthenia gravis,Phase 3
T60708,Myasthenia gravis,Approved
T60708,Myasthenia gravis,Phase 3
T65200,Myasthenia gravis,Phase 2
T79961,Myasthenia gravis,Investigative
T92828,Myasthenia gravis,Phase 3
T10362,Mycobacterium infection,Terminated
T14342,Mycobacterium infection,Phase 1
T17003,Mycobacterium infection,Approved
T24835,Mycobacterium infection,Preclinical
T43025,Mycobacterium infection,Preclinical
T48472,Mycobacterium infection,Phase 2
T49814,Mycobacterium infection,Investigative
T53242,Mycobacterium infection,Phase 3
T59554,Mycobacterium infection,Phase 1
T74203,Mycobacterium infection,Phase 2
T79068,Mycobacterium infection,Approved
T81503,Mycobacterium infection,Phase 1/2
T82349,Mycobacterium infection,Phase 3
T86836,Mycobacterium infection,Phase 1/2
T06955,Mycosis fungoides,Approved
T59001,Mycosis fungoides,Phase 2
T88023,Mycosis fungoides,Phase 2
T97766,Mycosis fungoides,Phase 1
T00176,Myelodysplastic syndrome,Phase 1
T00884,Myelodysplastic syndrome,Phase 1
T01447,Myelodysplastic syndrome,Phase 3
T06011,Myelodysplastic syndrome,Phase 1/2
T06273,Myelodysplastic syndrome,Phase 3
T08743,Myelodysplastic syndrome,Phase 2
T09826,Myelodysplastic syndrome,Phase 2
T10191,Myelodysplastic syndrome,Phase 3
T10822,Myelodysplastic syndrome,Phase 1
T10877,Myelodysplastic syndrome,Phase 1
T12091,Myelodysplastic syndrome,Phase 2
T12646,Myelodysplastic syndrome,Phase 1
T13127,Myelodysplastic syndrome,Phase 3
T15610,Myelodysplastic syndrome,Phase 2
T15739,Myelodysplastic syndrome,Phase 1
T16156,Myelodysplastic syndrome,Phase 2
T16739,Myelodysplastic syndrome,Phase 2
T18779,Myelodysplastic syndrome,Phase 1
T21669,Myelodysplastic syndrome,Phase 2
T23666,Myelodysplastic syndrome,Phase 2
T28413,Myelodysplastic syndrome,Phase 2
T30926,Myelodysplastic syndrome,Phase 2
T31309,Myelodysplastic syndrome,Phase 1
T34624,Myelodysplastic syndrome,Discontinued in Phase 1
T34743,Myelodysplastic syndrome,Approved
T35063,Myelodysplastic syndrome,Phase 2
T35289,Myelodysplastic syndrome,Phase 1
T36741,Myelodysplastic syndrome,Phase 1
T38950,Myelodysplastic syndrome,Phase 2
T40556,Myelodysplastic syndrome,Phase 1
T40694,Myelodysplastic syndrome,Phase 3
T47101,Myelodysplastic syndrome,Phase 2
T51407,Myelodysplastic syndrome,Phase 1/2
T53389,Myelodysplastic syndrome,Phase 1/2
T53524,Myelodysplastic syndrome,Phase 2
T55781,Myelodysplastic syndrome,Phase 1/2
T56923,Myelodysplastic syndrome,Phase 1
T57700,Myelodysplastic syndrome,Phase 2
T58998,Myelodysplastic syndrome,Phase 1
T59102,Myelodysplastic syndrome,Phase 2
T59328,Myelodysplastic syndrome,Phase 2
T60345,Myelodysplastic syndrome,Phase 1
T60631,Myelodysplastic syndrome,Phase 2
T60636,Myelodysplastic syndrome,Phase 2
T61518,Myelodysplastic syndrome,Phase 1
T65755,Myelodysplastic syndrome,Phase 2
T66426,Myelodysplastic syndrome,Phase 1
T67805,Myelodysplastic syndrome,Phase 2
T69563,Myelodysplastic syndrome,Phase 1
T71377,Myelodysplastic syndrome,Phase 1
T73342,Myelodysplastic syndrome,Approved
T76233,Myelodysplastic syndrome,Phase 3
T79473,Myelodysplastic syndrome,Phase 2
T80782,Myelodysplastic syndrome,Phase 2
T80975,Myelodysplastic syndrome,Phase 2
T82078,Myelodysplastic syndrome,Phase 2
T82240,Myelodysplastic syndrome,Phase 1/2
T82383,Myelodysplastic syndrome,Phase 2
T82494,Myelodysplastic syndrome,Phase 1
T82665,Myelodysplastic syndrome,Phase 1
T86052,Myelodysplastic syndrome,Phase 2/3
T86264,Myelodysplastic syndrome,Phase 1
T86323,Myelodysplastic syndrome,Phase 1
T86399,Myelodysplastic syndrome,Phase 1
T86528,Myelodysplastic syndrome,Phase 2
T86836,Myelodysplastic syndrome,Approved
T87237,Myelodysplastic syndrome,Phase 1/2
T88304,Myelodysplastic syndrome,Phase 3
T92076,Myelodysplastic syndrome,Phase 3
T92144,Myelodysplastic syndrome,Discontinued in Phase 1
T92308,Myelodysplastic syndrome,Approved
T93995,Myelodysplastic syndrome,Phase 3
T94085,Myelodysplastic syndrome,Phase 1
T95913,Myelodysplastic syndrome,Phase 3
T96079,Myelodysplastic syndrome,Phase 2
T96723,Myelodysplastic syndrome,Phase 1
T96892,Myelodysplastic syndrome,Phase 1
T97766,Myelodysplastic syndrome,Phase 3
T98034,Myelodysplastic syndrome,Phase 1
T99948,Myelodysplastic syndrome,Phase 1
T04388,Myelopathy,Clinical trial
T11911,Myelopathy,Clinical trial
T34204,Myelopathy,Clinical trial
T86271,Myelopathy,Clinical trial
T93798,Myelopathy,Clinical trial
T06011,Myeloproliferative neoplasm,Phase 2
T08391,Myeloproliferative neoplasm,Approved
T40556,Myeloproliferative neoplasm,Phase 3
T44589,Myeloproliferative neoplasm,Phase 1/2
T53389,Myeloproliferative neoplasm,Phase 2
T58998,Myeloproliferative neoplasm,Phase 3
T61518,Myeloproliferative neoplasm,Phase 1
T96892,Myeloproliferative neoplasm,Phase 1
T03403,Myocardial infarction,Approved
T03691,Myocardial infarction,Discontinued in Phase 2
T05114,Myocardial infarction,Phase 2
T06046,Myocardial infarction,Phase 3
T06273,Myocardial infarction,Investigative
T15882,Myocardial infarction,Phase 2
T16156,Myocardial infarction,Phase 1
T17758,Myocardial infarction,Approved
T22977,Myocardial infarction,Phase 2
T23499,Myocardial infarction,Phase 2
T36483,Myocardial infarction,Approved
T40332,Myocardial infarction,Phase 2
T46937,Myocardial infarction,Approved
T53585,Myocardial infarction,Approved
T59174,Myocardial infarction,Investigative
T74456,Myocardial infarction,Phase 2
T82028,Myocardial infarction,Investigative
T84726,Myocardial infarction,Approved
T86702,Myocardial infarction,Discontinued in Phase 2
T89034,Myocardial infarction,Approved
T94033,Myocardial infarction,Approved
T95913,Myocardial infarction,Phase 1/2
T99379,Myocardial infarction,Phase 1
T42446,Narcolepsy,Approved
T55959,Narcolepsy,Approved
T64765,Narcolepsy,Phase 2
T69485,Narcolepsy,Phase 2
T69485,Narcolepsy,Phase 1
T84457,Narcolepsy,Phase 2
T99524,Narcolepsy,Approved
T59631,Nasopharyngeal cancer,Approved in China
T69494,Nervous system disease,Terminated
T83145,Nervous system disease,Patented
T27812,Neurobehavioral disorder,Phase 2
T46360,Neurobehavioral disorder,Phase 2
T00477,Neurodegenerative disorder,Investigative
T14875,Neurodegenerative disorder,Preclinical
T16691,Neurodegenerative disorder,Phase 1
T20761,Neurodegenerative disorder,Patented
T22285,Neurodegenerative disorder,Terminated
T22977,Neurodegenerative disorder,Terminated
T28722,Neurodegenerative disorder,Phase 2
T30082,Neurodegenerative disorder,Investigative
T31621,Neurodegenerative disorder,Discontinued in Phase 2
T45593,Neurodegenerative disorder,Investigative
T50942,Neurodegenerative disorder,Investigative
T50973,Neurodegenerative disorder,Preclinical
T52910,Neurodegenerative disorder,Preclinical
T56588,Neurodegenerative disorder,Terminated
T59679,Neurodegenerative disorder,Investigative
T60631,Neurodegenerative disorder,Terminated
T60693,Neurodegenerative disorder,Terminated
T61746,Neurodegenerative disorder,Patented
T62276,Neurodegenerative disorder,Terminated
T63233,Neurodegenerative disorder,Phase 1
T68039,Neurodegenerative disorder,Terminated
T69494,Neurodegenerative disorder,Terminated
T72595,Neurodegenerative disorder,Terminated
T76024,Neurodegenerative disorder,Phase 1
T76414,Neurodegenerative disorder,Terminated
T77796,Neurodegenerative disorder,Discontinued in Phase 3
T83011,Neurodegenerative disorder,Investigative
T83145,Neurodegenerative disorder,Patented
T84703,Neurodegenerative disorder,Investigative
T85670,Neurodegenerative disorder,Phase 1/2
T56365,Neuromyelitis optica,Phase 2
T76024,Neuromyelitis optica,Phase 1
T92828,Neuromyelitis optica,Phase 3
T93440,Neuromyelitis optica,Phase 3
T50942,Neurotrophic keratitis,Approved
T19615,Neutropenia,Approved
T73097,Neutropenia,Investigative
T98913,Neutropenia,Approved
T05387,Non-alcoholic fatty liver disease,Phase 2
T16514,Non-alcoholic fatty liver disease,Phase 2
T36557,Non-alcoholic fatty liver disease,Phase 3
T38875,Non-alcoholic fatty liver disease,Phase 2
T58921,Non-alcoholic fatty liver disease,Phase 2
T86591,Non-alcoholic fatty liver disease,Phase 3
T88697,Non-alcoholic fatty liver disease,Phase 2
T99340,Non-alcoholic fatty liver disease,Investigative
T06011,Non-small-cell lung cancer,Phase 2
T07173,Non-small-cell lung cancer,Approved
T09826,Non-small-cell lung cancer,Phase 3
T15000,Non-small-cell lung cancer,Phase 1
T16601,Non-small-cell lung cancer,Phase 3
T17629,Non-small-cell lung cancer,Phase 3
T18876,Non-small-cell lung cancer,Phase 1/2
T20563,Non-small-cell lung cancer,Approved
T22350,Non-small-cell lung cancer,Phase 1
T23003,Non-small-cell lung cancer,Phase 2
T23953,Non-small-cell lung cancer,Phase 1
T25419,Non-small-cell lung cancer,Phase 2
T25739,Non-small-cell lung cancer,Phase 2
T31946,Non-small-cell lung cancer,Phase 2
T40474,Non-small-cell lung cancer,Approved
T40874,Non-small-cell lung cancer,Phase 3
T50594,Non-small-cell lung cancer,Investigative
T51076,Non-small-cell lung cancer,Approved
T51883,Non-small-cell lung cancer,Phase 2
T52624,Non-small-cell lung cancer,Phase 2
T56418,Non-small-cell lung cancer,Approved
T59328,Non-small-cell lung cancer,Approved
T59480,Non-small-cell lung cancer,Approved
T59631,Non-small-cell lung cancer,Phase 2
T60345,Non-small-cell lung cancer,Phase 1
T63178,Non-small-cell lung cancer,Phase 1
T69128,Non-small-cell lung cancer,Approved
T70176,Non-small-cell lung cancer,Phase 1
T76233,Non-small-cell lung cancer,Phase 2
T80975,Non-small-cell lung cancer,Phase 1/2
T84703,Non-small-cell lung cancer,Approved
T85507,Non-small-cell lung cancer,Phase 2
T87108,Non-small-cell lung cancer,Phase 1/2
T93923,Non-small-cell lung cancer,Phase 1/2
T96721,Non-small-cell lung cancer,Phase 3
T97071,Non-small-cell lung cancer,Phase 1
T97766,Non-small-cell lung cancer,Phase 1
T99948,Non-small-cell lung cancer,Approved
T75888,Nutritional deficiency,Approved
T01777,Obesity,Approved
T02333,Obesity,Discontinued in Phase 2
T02719,Obesity,Phase 2
T05034,Obesity,Terminated
T05849,Obesity,Preclinical
T08922,Obesity,Discontinued in Phase 3
T09572,Obesity,Phase 1
T10362,Obesity,Phase 2
T10445,Obesity,Discontinued in Phase 2
T10670,Obesity,Discontinued in Phase 2
T11448,Obesity,Investigative
T14731,Obesity,Phase 2
T16347,Obesity,Phase 1
T16514,Obesity,Investigative
T16688,Obesity,Phase 1
T16691,Obesity,Phase 1
T16769,Obesity,Phase 1
T17163,Obesity,Investigative
T17569,Obesity,Preclinical
T20331,Obesity,Discontinued in Phase 3
T20973,Obesity,Preclinical
T21782,Obesity,Phase 3
T21945,Obesity,Approved
T23547,Obesity,Phase 3
T24127,Obesity,Phase 2
T26428,Obesity,Preclinical
T27288,Obesity,Discontinued in Phase 2
T27812,Obesity,Approved
T27944,Obesity,Discontinued in Phase 2
T28330,Obesity,Discontinued in Phase 2
T28893,Obesity,Investigative
T29500,Obesity,Approved
T30383,Obesity,Phase 2
T30653,Obesity,Approved
T30834,Obesity,Discontinued in Phase 2
T32247,Obesity,Phase 1
T33245,Obesity,Phase 1
T33491,Obesity,Investigative
T35303,Obesity,Phase 1/2
T36075,Obesity,Phase 3
T36557,Obesity,Phase 2/3
T38875,Obesity,Investigative
T41515,Obesity,Phase 2
T41750,Obesity,Phase 3
T43920,Obesity,Phase 3
T44068,Obesity,Phase 1
T44919,Obesity,Phase 2
T45228,Obesity,Patented
T47215,Obesity,Terminated
T47768,Obesity,Phase 1
T49064,Obesity,Phase 3
T49898,Obesity,Preclinical
T51408,Obesity,Phase 2
T52522,Obesity,Phase 1
T52937,Obesity,Phase 2
T55689,Obesity,Investigative
T55959,Obesity,Approved
T56269,Obesity,Phase 1
T56625,Obesity,Discontinued in Phase 1
T58921,Obesity,Investigative
T58992,Obesity,Preclinical
T59604,Obesity,Discontinued in Phase 1/2
T60182,Obesity,Phase 3
T60693,Obesity,Preclinical
T61033,Obesity,Phase 1
T62820,Obesity,Phase 2
T63245,Obesity,Phase 1
T64382,Obesity,Phase 3
T64765,Obesity,Investigative
T65200,Obesity,Phase 1
T69146,Obesity,Phase 2
T69494,Obesity,Approved
T70176,Obesity,Preclinical
T70680,Obesity,Phase 2
T72458,Obesity,Approved
T75596,Obesity,Phase 1
T75888,Obesity,Investigative
T76685,Obesity,Approved
T76846,Obesity,Preclinical
T77913,Obesity,Phase 2
T81183,Obesity,Withdrawn from market
T83011,Obesity,Investigative
T83813,Obesity,Approved
T84160,Obesity,Investigative
T84560,Obesity,Phase 2
T85605,Obesity,Withdrawn from market
T87023,Obesity,Phase 1
T87166,Obesity,Phase 1
T88729,Obesity,Phase 2
T89213,Obesity,Preclinical
T90935,Obesity,Preclinical
T94309,Obesity,Approved
T97413,Obesity,Investigative
T13348,Ocular cancer,Discontinued in Phase 2
T38161,Ocular pain,Approved
T56697,Oesophagogastric junction cancer,Phase 1/2
T10362,Onchocerciasis,Phase 2
T16047,Onchocerciasis,Approved
T32972,Onchocerciasis,Phase 2
T64382,Onchocerciasis,Approved
T73482,Opioid use disorder,Phase 1
T09937,Oral mucositis,Phase 1
T33425,Oral mucositis,Investigative
T38159,Oral mucositis,Phase 2/3
T58454,Oral mucositis,Approved
T62763,Oral mucositis,Discontinued in Phase 2
T15117,Orthostatic hypotension,Approved
T21945,Orthostatic hypotension,Phase 1
T27812,Orthostatic hypotension,Phase 1
T77365,Orthostatic hypotension,Approved
T81183,Orthostatic hypotension,Approved
T92072,Orthostatic hypotension,Approved
T00140,Osteoarthritis,Discontinued in Phase 1
T02703,Osteoarthritis,Phase 3
T03403,Osteoarthritis,Approved
T11388,Osteoarthritis,Preclinical
T12119,Osteoarthritis,Phase 2
T16340,Osteoarthritis,Phase 2
T18876,Osteoarthritis,Investigative
T20178,Osteoarthritis,Phase 2
T23714,Osteoarthritis,Phase 2
T34624,Osteoarthritis,Phase 2
T41141,Osteoarthritis,Preclinical
T42000,Osteoarthritis,Approved
T51426,Osteoarthritis,Approved
T54379,Osteoarthritis,Phase 2
T58589,Osteoarthritis,Phase 1
T60529,Osteoarthritis,Approved
T61746,Osteoarthritis,Patented
T63174,Osteoarthritis,Phase 1
T66665,Osteoarthritis,Approved
T68251,Osteoarthritis,Discontinued in Phase 3
T68290,Osteoarthritis,Preclinical
T73992,Osteoarthritis,Preregistration
T78429,Osteoarthritis,Phase 2
T79798,Osteoarthritis,Phase 2
T80942,Osteoarthritis,Discontinued in Phase 1
T83193,Osteoarthritis,Phase 1
T85670,Osteoarthritis,Phase 3
T86702,Osteoarthritis,Discontinued in Phase 2
T93105,Osteoarthritis,Preregistration
T97257,Osteoarthritis,Investigative
T98896,Osteoarthritis,Phase 1
T99204,Osteoarthritis,Preregistration
T99840,Osteoarthritis,Preregistration
T44479,Osteosarcoma,Phase 1/2
T63505,Osteosarcoma,Phase 2
T70977,Osteosarcoma,Phase 2
T71164,Osteosarcoma,Phase 2
T85529,Osteosarcoma,Phase 1/2
T85943,Osteosarcoma,Phase 2
T86836,Osteosarcoma,Phase 2
T02228,Otitis externa,Phase 3
T34596,Otitis externa,Phase 3
T40016,Otitis externa,Phase 3
T96144,Otitis externa,Approved
T03403,Otitis media,Approved
T22348,Otitis media,Phase 3
T38179,Otitis media,Discontinued in Phase 3
T89034,Otitis media,Clinical trial
T95212,Otitis media,Approved
T05938,Ovarian cancer,Phase 3
T06273,Ovarian cancer,Approved
T06671,Ovarian cancer,Phase 1
T08133,Ovarian cancer,Phase 1
T09826,Ovarian cancer,Approved
T10988,Ovarian cancer,Phase 3
T11253,Ovarian cancer,Investigative
T14592,Ovarian cancer,Phase 3
T14597,Ovarian cancer,Phase 1/2
T15068,Ovarian cancer,Phase 2
T15739,Ovarian cancer,Phase 2
T16769,Ovarian cancer,Phase 1/2
T17514,Ovarian cancer,Phase 1
T18477,Ovarian cancer,Phase 1
T20251,Ovarian cancer,Investigative
T20474,Ovarian cancer,Phase 3
T20761,Ovarian cancer,Phase 1
T21960,Ovarian cancer,Phase 3
T22350,Ovarian cancer,Phase 2
