drug_id,disease_name,disease_specific_drug_approval_status
D0S9CB,Mood disorder,Approved
D0V7MA,Mood disorder,Discontinued in Phase 2
D0X2TO,Mood disorder,Discontinued in Phase 2
D0E2WF,Mood disorder,Phase 2
D0R2KV,Mood disorder,Discontinued in Phase 2
D0GW6K,Mood disorder,Phase 3
D0R8GR,Mood disorder,Phase 2
D00XPA,Mood disorder,Discontinued in Phase 3
D0J4PB,Mood disorder,Phase 2
D0V7US,Mood disorder,Phase 2
D0E8CZ,Mood disorder,Discontinued in Phase 3
D0OQ1A,Mood disorder,Phase 1
D00EZO,Mood disorder,Phase 1
D0B3FV,Mood disorder,Phase 3
DLKQ59,Mood disorder,Preclinical
DONA19,Mood disorder,Preclinical
D0I2VT,Mood disorder,Phase 1
D0X8HP,Mood disorder,Phase 2
D08AWI,Mood disorder,Discontinued in Phase 2
D09UMP,Mood disorder,Phase 2
D0G5TU,Mood disorder,Discontinued in Phase 2
D0U4FW,Mood disorder,Discontinued in Phase 2
D0S5FQ,Mood disorder,Discontinued in Phase 2
D00RWQ,Mood disorder,Phase 2
D06LEJ,Mood disorder,Discontinued in Phase 1
D0I5TL,Mood disorder,Phase 2
D0TA3V,Movement disorder,Investigative
D0IX1I,Movement disorder,Phase 3
D0U6UK,Multiple myeloma,Phase 3
D07XQS,Multiple myeloma,Phase 2
D0KQ8W,Multiple myeloma,Phase 1
D07EHV,Multiple myeloma,Phase 1/2
D0GZ7B,Multiple myeloma,Terminated
D05WET,Multiple myeloma,Phase 1
D09UFZ,Multiple myeloma,Phase 1/2
D0G0PI,Multiple myeloma,Phase 1/2
D0O4IN,Multiple myeloma,Phase 1/2
D0OO1S,Multiple myeloma,Phase 1/2
D0RV4P,Multiple myeloma,Approved
D0V6WU,Multiple myeloma,Clinical trial
D0ZDP2,Multiple myeloma,Phase 1
D2HE9I,Multiple myeloma,Phase 1
DE0L6O,Multiple myeloma,Phase 1/2
DECJ17,Multiple myeloma,Phase 1
DK1PA2,Multiple myeloma,Phase 1
DLY65X,Multiple myeloma,Phase 1
DSWZ60,Multiple myeloma,Phase 1
D50OLM,Multiple myeloma,Phase 2
D0E6XR,Multiple myeloma,Phase 2
D08OOJ,Multiple myeloma,Phase 1
D04PUI,Multiple myeloma,Phase 2
D05CTQ,Multiple myeloma,Phase 1/2
D09ZDY,Multiple myeloma,Phase 1
D0M3RI,Multiple myeloma,Phase 1/2
D0T6NG,Multiple myeloma,Clinical trial
D0Y4MA,Multiple myeloma,Phase 1/2
D0Q6SF,Multiple myeloma,Phase 1
D0I5DP,Multiple myeloma,Phase 1
D63QIY,Multiple myeloma,Phase 1
D01PZD,Multiple myeloma,Phase 2
D01ZLU,Multiple myeloma,Phase 1/2
D05BYA,Multiple myeloma,Phase 2
D0SC2J,Multiple myeloma,Discontinued in Phase 3
D04UFI,Multiple myeloma,Phase 1/2
D0Q5NX,Multiple myeloma,Approved
D0U7GK,Multiple myeloma,Approved
D48ZBO,Multiple myeloma,Phase 1
D0T5TN,Multiple myeloma,Phase 1
D01WKZ,Multiple myeloma,Phase 1
D04KQF,Multiple myeloma,Investigative
D0L0LR,Multiple myeloma,Investigative
D6RT9L,Multiple myeloma,Phase 1
DV9M0Y,Multiple myeloma,Phase 1
DXR1A6,Multiple myeloma,Approved
D0Q7OE,Multiple myeloma,Phase 2
D0SH3I,Multiple myeloma,Approved
D01XVX,Multiple myeloma,Phase 1
D03QZJ,Multiple myeloma,Phase 1
D04VWJ,Multiple myeloma,Phase 2
D0D9LJ,Multiple myeloma,Phase 1/2
D05RJP,Multiple myeloma,Phase 3
DP63FS,Multiple myeloma,Phase 1
D0N1RE,Multiple myeloma,Investigative
D0X6BX,Multiple myeloma,Phase 1/2
D07MQC,Multiple myeloma,Investigative
D07NJN,Multiple myeloma,Phase 2
D04IXD,Multiple myeloma,Phase 2
D0NC9M,Multiple myeloma,Phase 1
D0PD4C,Multiple myeloma,Phase 1/2
D0XE4W,Multiple myeloma,Phase 1
D0Z2ZY,Multiple myeloma,Phase 1/2
D00DDR,Multiple myeloma,Investigative
D0W8ZE,Multiple myeloma,Investigative
D06NMZ,Multiple myeloma,Investigative
D07HPJ,Multiple myeloma,Phase 1
D0O0RY,Multiple myeloma,Investigative
D0FD7H,Multiple myeloma,Phase 1
D00LNW,Multiple myeloma,Phase 3
D0N6TD,Multiple myeloma,Phase 1/2
D08DUF,Multiple myeloma,Phase 2
D0U2CV,Multiple myeloma,Investigative
D08XPN,Multiple myeloma,Phase 2
D03KIA,Multiple myeloma,Phase 1/2
D07AYI,Multiple myeloma,Phase 1
D00YUQ,Multiple myeloma,Phase 1
D02NFE,Multiple myeloma,Phase 1
D04JHH,Multiple myeloma,Phase 1/2
D08BPS,Multiple myeloma,Clinical trial
D0AC9S,Multiple myeloma,Phase 1/2
D0I0NJ,Multiple myeloma,Phase 2
D0T8RV,Multiple myeloma,Phase 1
D0U7WY,Multiple myeloma,Phase 1
DTR05Z,Multiple myeloma,Phase 1
D62FLA,Multiple myeloma,Phase 2
DMF73Z,Multiple myeloma,Phase 1/2
D0M2TS,Multiple myeloma,Phase 1
D15ZUR,Multiple myeloma,Phase 1
DC3Y7O,Multiple myeloma,Phase 1
D00GOV,Multiple myeloma,Phase 3
D08UGS,Multiple myeloma,Phase 1
DGQU43,Multiple myeloma,Phase 2
D3KO5Y,Multiple myeloma,Approved
D81YIK,Multiple myeloma,Phase 1
DF43EH,Multiple myeloma,Phase 1
DR7Q5N,Multiple myeloma,Phase 1/2
DW1H9O,Multiple myeloma,Phase 1
DY9G1D,Multiple myeloma,Phase 1/2
D09MIN,Multiple myeloma,Phase 2
D0YH0N,Multiple myeloma,Approved
D05KED,Multiple myeloma,Phase 2
D0B3FV,Multiple myeloma,Investigative
D39TVC,Multiple myeloma,Phase 1/2
D00OXP,Multiple myeloma,Phase 1
D01CUC,Multiple myeloma,Phase 1/2
D01SNU,Multiple myeloma,Preclinical
D01YZF,Multiple myeloma,Phase 1
D02JNC,Multiple myeloma,Phase 1/2
D03AFF,Multiple myeloma,Approved
D03NPI,Multiple myeloma,Approved
D04PIU,Multiple myeloma,Phase 1/2
D05XNF,Multiple myeloma,Phase 1
D07CUR,Multiple myeloma,Phase 2
D07HJS,Multiple myeloma,Phase 1
D07PJS,Multiple myeloma,Phase 1/2
D07QIQ,Multiple myeloma,Phase 1/2
D09ZGK,Multiple myeloma,Clinical trial
D0B2WU,Multiple myeloma,Phase 1
D0B8UW,Multiple myeloma,Phase 1/2
D0C8QA,Multiple myeloma,Phase 1
D0D4ZN,Multiple myeloma,Phase 1/2
D0EQ6D,Multiple myeloma,Phase 1/2
D0I1PF,Multiple myeloma,Phase 1
D0J7OU,Multiple myeloma,Phase 1
D0K1AK,Multiple myeloma,Phase 2
D0LP1L,Multiple myeloma,Clinical trial
D0MK7H,Multiple myeloma,Phase 1/2
D0N8NT,Multiple myeloma,Clinical trial
D0NG3T,Multiple myeloma,Phase 1
D0NK6K,Multiple myeloma,Phase 1
D0PF1A,Multiple myeloma,Clinical trial
D0RA7L,Multiple myeloma,Phase 1
D0RD0D,Multiple myeloma,Phase 1
D0T9CE,Multiple myeloma,Phase 1
D0U2PU,Multiple myeloma,Phase 1
D0W7AB,Multiple myeloma,Phase 1
D0Z6AR,Multiple myeloma,Phase 2
D12DYT,Multiple myeloma,Phase 1
D1WOX4,Multiple myeloma,Phase 1
D3T7NY,Multiple myeloma,Phase 1
D4QZ3O,Multiple myeloma,Phase 1
D52NZX,Multiple myeloma,Approved
D5YN8U,Multiple myeloma,Phase 1
D67ZDJ,Multiple myeloma,Phase 1
D7LU8R,Multiple myeloma,Phase 1/2
DE49RW,Multiple myeloma,Phase 1
DG80IS,Multiple myeloma,Phase 1
DH5BX2,Multiple myeloma,Phase 1
DN28SH,Multiple myeloma,Phase 2
DOQ13X,Multiple myeloma,Phase 1
DS86KN,Multiple myeloma,Phase 1
DUZ0F7,Multiple myeloma,Phase 1
DX1LD3,Multiple myeloma,Phase 1
DX6J8M,Multiple myeloma,Phase 1
DXV06E,Multiple myeloma,Phase 3
D02NXM,Multiple myeloma,Phase 1
D0E3SH,Multiple myeloma,Approved
D00UVA,Multiple myeloma,Approved
D01MML,Multiple myeloma,Approved
D02BLD,Multiple myeloma,Phase 1
D0N0RN,Multiple myeloma,Phase 1
D0VO0T,Multiple myeloma,Phase 2
D0DO8E,Multiple myeloma,Phase 1/2
DIW58H,Multiple myeloma,Preclinical
D03PWD,Multiple myeloma,Phase 1
D0U0NS,Multiple myeloma,Phase 2
D0Q8CV,Multiple myeloma,Phase 1
D03DPZ,Multiple myeloma,Phase 2
D03LJR,Multiple myeloma,Approved
D7X8AQ,Multiple myeloma,Phase 1
D0LJ2S,Multiple myeloma,Phase 1/2
D0TN1N,Multiple myeloma,Phase 1/2
D01OLO,Multiple myeloma,Discontinued in Phase 1
D0F0VD,Multiple myeloma,Investigative
D0L2XO,Multiple myeloma,Investigative
D03UBW,Multiple myeloma,Phase 2
D01GEO,Multiple myeloma,Investigative
D04HDZ,Multiple myeloma,Phase 1
D04XEQ,Multiple myeloma,Phase 2
D08UZL,Multiple myeloma,Investigative
D0N0LB,Multiple myeloma,Terminated
D0U1GP,Multiple myeloma,Phase 1/2
D0V6WW,Multiple myeloma,Clinical trial
D00FGO,Multiple myeloma,Approved
D01HPY,Multiple myeloma,Approved
D0UA0U,Multiple myeloma,Phase 1/2
D0A4XJ,Multiple myeloma,Investigative
D0V0BO,Multiple myeloma,Phase 1
D07CIX,Multiple myeloma,Investigative
D07VQW,Multiple myeloma,Investigative
D0C3LQ,Multiple myeloma,Phase 3
D0T6CN,Multiple myeloma,Approved
D07QJK,Multiple myeloma,Phase 3
D05DZR,Multiple myeloma,Approved
D06DUS,Multiple myeloma,Phase 2
D0BB2V,Multiple myeloma,Phase 1
DRU0M6,Multiple myeloma,Phase 1
DS6W8Z,Multiple myeloma,Phase 1
D0YM2K,Multiple myeloma,Phase 1
D0TI3R,Multiple sclerosis,Phase 2
D00JDJ,Multiple sclerosis,Phase 1
D0M1DG,Multiple sclerosis,Phase 1
D07QFP,Multiple sclerosis,Approved
D08ROP,Multiple sclerosis,Approved
D0I0GM,Multiple sclerosis,Discontinued in Phase 2
D0MT0A,Multiple sclerosis,Discontinued in Phase 1
D00TEN,Multiple sclerosis,Preclinical
D04HJE,Multiple sclerosis,Phase 2
D0D0LH,Multiple sclerosis,Phase 3
D0F7ZR,Multiple sclerosis,Phase 1
D0L8PH,Multiple sclerosis,Phase 3
D0LW4O,Multiple sclerosis,Approved
D0V4JQ,Multiple sclerosis,Approved
D05GJW,Multiple sclerosis,Phase 3
D0N9AD,Multiple sclerosis,Phase 2
D0N1SH,Multiple sclerosis,Phase 1
D07DSN,Multiple sclerosis,Phase 2
D0CQ2O,Multiple sclerosis,Approved
D02WII,Multiple sclerosis,Discontinued in Phase 1
D0S0NX,Multiple sclerosis,Phase 1
D05VNG,Multiple sclerosis,Terminated
D05OIU,Multiple sclerosis,Patented
D00ISN,Multiple sclerosis,Phase 2
D02OCD,Multiple sclerosis,Investigative
D07EDB,Multiple sclerosis,Approved
D07FKQ,Multiple sclerosis,Approved
D0Q0JI,Multiple sclerosis,Phase 1
D0X8XT,Multiple sclerosis,Phase 1
D0Y4SI,Multiple sclerosis,Approved
D04YWM,Multiple sclerosis,Phase 2
D06KCU,Multiple sclerosis,Phase 2
D02TIK,Multiple sclerosis,Phase 2
D0FT4R,Multiple sclerosis,Phase 3
D0G1EH,Multiple sclerosis,Preclinical
D0Y3LJ,Multiple sclerosis,Discontinued in Phase 1
D09NVR,Multiple sclerosis,Phase 1
D0A9PN,Multiple sclerosis,Phase 3
D0QX8X,Multiple sclerosis,Phase 2
D7GTX4,Multiple sclerosis,Phase 1
D7OZC3,Multiple sclerosis,Phase 3
D0A0ZW,Multiple sclerosis,Phase 1
D92KUQ,Multiple sclerosis,Phase 1
D02IWC,Multiple sclerosis,Phase 2
D03EIC,Multiple sclerosis,Discontinued in Phase 1
D0F6YM,Multiple sclerosis,Phase 1
D0F2IC,Multiple sclerosis,Discontinued in Phase 2
D03QJL,Multiple sclerosis,Phase 2
D00SYV,Multiple sclerosis,Phase 1
DPI9N4,Multiple sclerosis,Phase 1
D0E4WF,Multiple sclerosis,Terminated
D0D1SG,Multiple sclerosis,Phase 3
D01AJY,Multiple sclerosis,Approved
D0H5JW,Multiple sclerosis,Phase 3
D0MW0N,Multiple sclerosis,Phase 3
D6WO5I,Multiple sclerosis,Phase 2
D05QKO,Multiple sclerosis,Phase 2
D0C5FQ,Multiple sclerosis,Phase 2
D0P5SU,Multiple sclerosis,Phase 2
D0F1JY,Multiple sclerosis,Phase 1
D0P1BZ,Multiple sclerosis,Approved
D0S8CI,Multiple sclerosis,Phase 2
D08ZEM,Multiple sclerosis,Patented
D0CM5P,Multiple sclerosis,Patented
D0EC3H,Multiple sclerosis,Patented
D0P2BJ,Multiple sclerosis,Patented
D0FE7H,Multiple sclerosis,Clinical trial
D08YIN,Multiple sclerosis,Approved
D0NQ5R,Multiple sclerosis,Discontinued in Phase 1
D05ORA,Multiple sclerosis,Phase 1/2
D0A8GM,Multiple sclerosis,Approved
D0W9QG,Multiple sclerosis,Phase 2
D0YV4F,Multiple sclerosis,Approved
D7X8CB,Multiple sclerosis,Phase 1
D01ZYG,Multiple sclerosis,Approved
D0U0SK,Multiple sclerosis,Phase 1
D03GOO,Multiple sclerosis,Phase 3
D05FVK,Multiple sclerosis,Phase 1
D0E6SQ,Multiple sclerosis,Phase 2
D07AKD,Multiple sclerosis,Phase 1/2
D02RDX,Multiple sclerosis,Phase 2
D0JN5N,Multiple sclerosis,Phase 3
D0R7UL,Multiple sclerosis,Phase 3
D46EBX,Multiple sclerosis,Preclinical
D04CRL,Multiple sclerosis,Approved
D08MJO,Multiple sclerosis,Phase 2
D0H8FY,Multiple sclerosis,Phase 2
D9XS2Y,Multiple sclerosis,Phase 1
D03IMU,Multiple sclerosis,Investigative
D03TPI,Multiple sclerosis,Phase 2
DPJ05C,Multiple sclerosis,Preclinical
D0V4DH,Multiple sclerosis,Investigative
D0Z1FX,Multiple sclerosis,Phase 2
D07VXT,Multiple sclerosis,Discontinued in Phase 1
D0TG9Q,Multiple sclerosis,Phase 2
D0AW9T,Multiple sclerosis,Approved
D0A7MY,Multiple sclerosis,Approved
D0Q4OW,Multiple sclerosis,Phase 3
D09INF,Multiple sclerosis,Phase 3
D0KN0I,Multiple sclerosis,Phase 2
D0X9UA,Multiple sclerosis,Phase 2
D09EBL,Multiple sclerosis,Approved
D3LWJ7,Multiple sclerosis,Approved
D0DV8Z,Multiple sclerosis,Phase 2
D09IRQ,Muscular dystrophy,Phase 2
D06KSV,Muscular dystrophy,Phase 1
D0R0UJ,Muscular dystrophy,Patented
D05KKP,Muscular dystrophy,Phase 2
D0MH8O,Muscular dystrophy,Phase 1
D0O9VW,Musculoskeletal disorder,Phase 3
D0P0LD,Myasthenia gravis,Approved
DMWA10,Myasthenia gravis,Phase 3
DZA98D,Myasthenia gravis,Phase 3
D54QKH,Myasthenia gravis,Phase 2
D01KDM,Myasthenia gravis,Phase 1
D06IAQ,Myasthenia gravis,Approved
D08USJ,Myasthenia gravis,Approved
D0O2WB,Myasthenia gravis,Approved
D0S5LH,Myasthenia gravis,Approved
D03ILU,Myasthenia gravis,Investigative
D0SD6V,Myasthenia gravis,Phase 2
D01TWG,Myasthenia gravis,Phase 2
DS69NO,Myasthenia gravis,Phase 3
D0W8BO,Myasthenia gravis,Phase 3
D02ENG,Myasthenia gravis,Phase 2
D01OMY,Myasthenia gravis,Investigative
D08IXA,Myasthenia gravis,Phase 3
D09PTL,Mycobacterium infection,Terminated
D0S6KA,Mycobacterium infection,Phase 1
D05CHI,Mycobacterium infection,Approved
DT29OQ,Mycobacterium infection,Preclinical
D0OMC3,Mycobacterium infection,Preclinical
D0E7MV,Mycobacterium infection,Phase 2
D0S5UH,Mycobacterium infection,Investigative
D02AYL,Mycobacterium infection,Phase 3
DTO06Y,Mycobacterium infection,Phase 1
D07GMF,Mycobacterium infection,Phase 2
D0XF8W,Mycobacterium infection,Approved
DURD59,Mycobacterium infection,Phase 1/2
D0S3NU,Mycobacterium infection,Phase 3
D0P5SC,Mycobacterium infection,Phase 1/2
D0W2HD,Mycosis fungoides,Approved
DZM2L1,Mycosis fungoides,Phase 2
D01CUO,Mycosis fungoides,Phase 1
D07UKT,Myelodysplastic syndrome,Phase 1
DAY4L1,Myelodysplastic syndrome,Phase 1
D0ZD2M,Myelodysplastic syndrome,Phase 3
D0MR0B,Myelodysplastic syndrome,Phase 1/2
D09NTC,Myelodysplastic syndrome,Phase 3
D0F2JS,Myelodysplastic syndrome,Phase 2
D0M6BA,Myelodysplastic syndrome,Phase 2
DN5CM6,Myelodysplastic syndrome,Phase 3
DOJG79,Myelodysplastic syndrome,Phase 1
D06OES,Myelodysplastic syndrome,Phase 1
D50OLM,Myelodysplastic syndrome,Phase 2
DFC0V4,Myelodysplastic syndrome,Phase 1
D07NPS,Myelodysplastic syndrome,Phase 2
D0W4HZ,Myelodysplastic syndrome,Phase 3
D03XTY,Myelodysplastic syndrome,Phase 1
D01PZD,Myelodysplastic syndrome,Phase 2
D03EOZ,Myelodysplastic syndrome,Phase 2
D0DJ8S,Myelodysplastic syndrome,Phase 1
D0F5VD,Myelodysplastic syndrome,Phase 2
D08NZG,Myelodysplastic syndrome,Phase 2
D0L3KA,Myelodysplastic syndrome,Phase 2
D74BRK,Myelodysplastic syndrome,Phase 1
DBY42T,Myelodysplastic syndrome,Phase 1
D0ML0L,Myelodysplastic syndrome,Discontinued in Phase 1
D0R5RR,Myelodysplastic syndrome,Approved
D0I7PU,Myelodysplastic syndrome,Phase 2
D08YHE,Myelodysplastic syndrome,Phase 1
D0NC9M,Myelodysplastic syndrome,Phase 1
D04MGW,Myelodysplastic syndrome,Phase 2
D0P6YN,Myelodysplastic syndrome,Phase 1
D0W2BF,Myelodysplastic syndrome,Phase 2
D9O7GC,Myelodysplastic syndrome,Phase 1/2
D9OZ3B,Myelodysplastic syndrome,Phase 1
DB4C5H,Myelodysplastic syndrome,Phase 1
DSIT20,Myelodysplastic syndrome,Phase 2
D02YNI,Myelodysplastic syndrome,Phase 1
D0KF9Q,Myelodysplastic syndrome,Phase 3
DK26FL,Myelodysplastic syndrome,Phase 1
D0JF6C,Myelodysplastic syndrome,Phase 1/2
DA1MG8,Myelodysplastic syndrome,Phase 1/2
D0E0SH,Myelodysplastic syndrome,Phase 1
D0W5HK,Myelodysplastic syndrome,Phase 2
D2GY5C,Myelodysplastic syndrome,Phase 1
D07NVI,Myelodysplastic syndrome,Phase 2
D08FIX,Myelodysplastic syndrome,Phase 1
D0L2UQ,Myelodysplastic syndrome,Phase 2
D0NY1Y,Myelodysplastic syndrome,Phase 1
D6H9TE,Myelodysplastic syndrome,Phase 1
D6Q5MG,Myelodysplastic syndrome,Phase 2
D07VYP,Myelodysplastic syndrome,Phase 1
D0AW4T,Myelodysplastic syndrome,Phase 1
D0YA1B,Myelodysplastic syndrome,Phase 1
D0AE6Q,Myelodysplastic syndrome,Phase 3
D08DOE,Myelodysplastic syndrome,Phase 2
D0VI9P,Myelodysplastic syndrome,Phase 2
D0U8XE,Myelodysplastic syndrome,Phase 2
D0X9VR,Myelodysplastic syndrome,Phase 1/2
D0ZA1K,Myelodysplastic syndrome,Phase 1
DFZ0V3,Myelodysplastic syndrome,Phase 1
D04XEQ,Myelodysplastic syndrome,Phase 2/3
D5W7BG,Myelodysplastic syndrome,Phase 1
D0YH5L,Myelodysplastic syndrome,Phase 1
D0X5XU,Myelodysplastic syndrome,Approved
D02BVW,Myelodysplastic syndrome,Phase 1/2
D0VZ4N,Myelodysplastic syndrome,Phase 3
D07RYI,Myelodysplastic syndrome,Phase 3
D09FAZ,Myelodysplastic syndrome,Approved
D0NH3R,Myelodysplastic syndrome,Phase 3
D0HY3D,Myelodysplastic syndrome,Phase 1
D0T6CN,Myelodysplastic syndrome,Phase 2
DB5O1U,Myelodysplastic syndrome,Phase 1
D09JYL,Myelodysplastic syndrome,Phase 3
D0J7UL,Myelodysplastic syndrome,Phase 1/2
D5V2HR,Myelodysplastic syndrome,Phase 1
DI8WC4,Myelodysplastic syndrome,Phase 1
D0YM2K,Myelodysplastic syndrome,Phase 1
D0I2FI,Myelopathy,Clinical trial
D0MR0B,Myeloproliferative neoplasm,Phase 2
D05TSJ,Myeloproliferative neoplasm,Phase 2
D01LVE,Myeloproliferative neoplasm,Phase 1/2
D0Z2ZY,Myeloproliferative neoplasm,Phase 1/2
D08FIX,Myeloproliferative neoplasm,Phase 1
D0GY5Z,Myocardial infarction,Approved
D06XEL,Myocardial infarction,Discontinued in Phase 2
DGD72N,Myocardial infarction,Phase 2
D06OQI,Myocardial infarction,Phase 3
D05SYO,Myocardial infarction,Investigative
D05BPC,Myocardial infarction,Phase 2
D04KVA,Myocardial infarction,Phase 1
D0D1TX,Myocardial infarction,Investigative
D0E8UO,Myocardial infarction,Approved
D0G6ZG,Myocardial infarction,Phase 3
D05RTV,Myocardial infarction,Phase 2
D0YS1U,Myocardial infarction,Phase 2
D0VA0I,Myocardial infarction,Approved
D09VBE,Myocardial infarction,Phase 1
D0WF7L,Myocardial infarction,Phase 3
D0F1PH,Myocardial infarction,Investigative
D0NS9C,Myocardial infarction,Investigative
D0B5LF,Myocardial infarction,Approved
D08ZKN,Myocardial infarction,Discontinued in Phase 2
D09IOF,Myocardial infarction,Phase 2
D0FX8A,Myocardial infarction,Approved
D02MHE,Myocardial infarction,Discontinued in Phase 1
D06DUO,Myocardial infarction,Discontinued in Phase 2
D07MZC,Myocardial infarction,Discontinued in Phase 2
D09DFB,Myocardial infarction,Phase 2
D0G0XN,Myocardial infarction,Discontinued in Phase 1
D0G7YZ,Myocardial infarction,Terminated
D0H2ZQ,Myocardial infarction,Discontinued in Phase 1
D0H4UJ,Myocardial infarction,Discontinued in Phase 2
D0I7MX,Myocardial infarction,Phase 2
D0J6VU,Myocardial infarction,Terminated
D0Q3WN,Myocardial infarction,Discontinued in Phase 2
D0C3ZR,Myocardial infarction,Phase 1/2
D0EP8X,Narcolepsy,Approved
D07HQC,Narcolepsy,Approved
D02REJ,Narcolepsy,Phase 2
D03QGB,Narcolepsy,Investigative
DZ2PC5,Narcolepsy,Phase 1
D0EV9B,Narcolepsy,Phase 2
D0T3LF,Narcolepsy,Approved
D92OCI,Nasopharyngeal cancer,Approved in China
D07GLX,Nervous system disease,Terminated
D0OY0Q,Nervous system disease,Patented
D0Z6IB,Neurobehavioral disorder,Phase 2
D08JNG,Neurodegenerative disorder,Investigative
D0U6DZ,Neurodegenerative disorder,Investigative
DW0Z1Y,Neurodegenerative disorder,Preclinical
D08PIK,Neurodegenerative disorder,Phase 1
D05GVV,Neurodegenerative disorder,Patented
D09KYB,Neurodegenerative disorder,Patented
D0V7OF,Neurodegenerative disorder,Patented
D03UNN,Neurodegenerative disorder,Terminated
D0U1FZ,Neurodegenerative disorder,Terminated
D0J6LN,Neurodegenerative disorder,Phase 2
D06ACI,Neurodegenerative disorder,Investigative
D0FY2N,Neurodegenerative disorder,Investigative
D0B4XU,Neurodegenerative disorder,Discontinued in Phase 2
D03LGX,Neurodegenerative disorder,Investigative
D07UZX,Neurodegenerative disorder,Investigative
DF1S3A,Neurodegenerative disorder,Preclinical
DJ7Z5W,Neurodegenerative disorder,Preclinical
DP3J2W,Neurodegenerative disorder,Preclinical
DAQ4G0,Neurodegenerative disorder,Preclinical
D0TU7G,Neurodegenerative disorder,Investigative
D0J5TN,Neurodegenerative disorder,Terminated
D0M7BW,Neurodegenerative disorder,Terminated
D0KG9M,Neurodegenerative disorder,Patented
DG15YL,Neurodegenerative disorder,Phase 1
D05GBZ,Neurodegenerative disorder,Terminated
D0OC5T,Neurodegenerative disorder,Phase 1
D0J8RM,Neurodegenerative disorder,Discontinued in Phase 3
D02AQM,Neurodegenerative disorder,Investigative
D0OW5Y,Neurodegenerative disorder,Investigative
D0V4KL,Neurodegenerative disorder,Investigative
D0OY0Q,Neurodegenerative disorder,Patented
D0D1HR,Neurodegenerative disorder,Investigative
D0U9PV,Neurodegenerative disorder,Phase 1/2
D0R3ZE,Neuromyelitis optica,Phase 2
D06SHZ,Neuromyelitis optica,Phase 1
D08IXA,Neuromyelitis optica,Phase 3
D0Y1ZU,Neuromyelitis optica,Phase 3
D02KUO,Neurotrophic keratitis,Approved
D01REE,Neutropenia,Phase 3
D07BUH,Neutropenia,Approved
D07FPJ,Neutropenia,Phase 3
D07JZT,Neutropenia,Phase 3
D0FP8S,Neutropenia,Preregistration
D0B6OG,Neutropenia,Investigative
D01LRM,Neutropenia,Phase 2
D02ILI,Neutropenia,Investigative
D05ZXS,Neutropenia,Phase 2
D08YGY,Neutropenia,Phase 1
D09WDK,Neutropenia,Approved
DB2V8K,Non-alcoholic fatty liver disease,Phase 2
DE2U5N,Non-alcoholic fatty liver disease,Phase 2
D06GFG,Non-alcoholic fatty liver disease,Preclinical
D0S6KX,Non-alcoholic fatty liver disease,Discontinued in Phase 2
D67AKN,Non-alcoholic fatty liver disease,Phase 2
D02TGD,Non-alcoholic fatty liver disease,Phase 2
DDU2Y0,Non-alcoholic fatty liver disease,Phase 2
DF5C2I,Non-alcoholic fatty liver disease,Investigative
D5J3BL,Non-small-cell lung cancer,Phase 2
D05NFR,Non-small-cell lung cancer,Approved
D0O0LS,Non-small-cell lung cancer,Approved
D0ND9T,Non-small-cell lung cancer,Phase 2
DP41HV,Non-small-cell lung cancer,Phase 3
D3B1MS,Non-small-cell lung cancer,Phase 1
D7L1MP,Non-small-cell lung cancer,Phase 1
DLOQ25,Non-small-cell lung cancer,Phase 3
D05TBQ,Non-small-cell lung cancer,Phase 3
D2D6NJ,Non-small-cell lung cancer,Phase 3
D8LAE2,Non-small-cell lung cancer,Phase 3
D1KES8,Non-small-cell lung cancer,Phase 1/2
DI4HA7,Non-small-cell lung cancer,Approved
DM8Y2N,Non-small-cell lung cancer,Phase 1/2
DQ8K3R,Non-small-cell lung cancer,Phase 1
D0M6BD,Non-small-cell lung cancer,Phase 2
D0T5DP,Non-small-cell lung cancer,Phase 2
D1L7DE,Non-small-cell lung cancer,Phase 1
D2KV8B,Non-small-cell lung cancer,Phase 2
DS6B1L,Non-small-cell lung cancer,Phase 2
D09HNV,Non-small-cell lung cancer,Phase 3
D8AG3S,Non-small-cell lung cancer,Phase 2
D01FSX,Non-small-cell lung cancer,Phase 1
D03ZBT,Non-small-cell lung cancer,Approved
D05BLN,Non-small-cell lung cancer,Phase 1/2
D07OJZ,Non-small-cell lung cancer,Approved
D0H9PT,Non-small-cell lung cancer,Phase 3
D0R8QG,Non-small-cell lung cancer,Approved
D42TUS,Non-small-cell lung cancer,Phase 2
DQ5X1Z,Non-small-cell lung cancer,Approved
DQ5X1Z,Non-small-cell lung cancer,Phase 3
DV3Y7F,Non-small-cell lung cancer,Phase 2
D4RMC9,Non-small-cell lung cancer,Phase 1/2
DFYL51,Non-small-cell lung cancer,Phase 3
DT1FS0,Non-small-cell lung cancer,Phase 3
DAJ3D2,Non-small-cell lung cancer,Investigative
D00DQX,Non-small-cell lung cancer,Discontinued in Phase 3
D01HKZ,Non-small-cell lung cancer,Phase 1/2
D04DYC,Non-small-cell lung cancer,Phase 2
D04LVK,Non-small-cell lung cancer,Approved
D08PIE,Non-small-cell lung cancer,Approved
D0AF6O,Non-small-cell lung cancer,Approved
D0KX7I,Non-small-cell lung cancer,Phase 3
D0U3SY,Non-small-cell lung cancer,Phase 2
D00YER,Non-small-cell lung cancer,Phase 2
D02BYZ,Non-small-cell lung cancer,Phase 2
