drug_id,biomarker_name
D02HUY,
D00EUL,
D00FJH,
D00MGO,
D00XXZ,
D02ETU,
D02IBX,
D02OLJ,
D02ZQN,
D03BAY,
D04BRW,
D04GCC,
D04JCD,
D04RXX,
D05AQT,
D05MRY,
D06GOT,
D07AJO,
D07CPL,
D07KVL,
D07VFQ,
D08BIH,
D08CZY,
D0AG2A,
D0AU4G,
D0BO1H,
D0C3RK,
D0CG8N,
D0CY3U,
D0DN3Q,
D0DQ5G,
D0DY5R,
D0EC4Z,
D0F2BF,
D0F8BF,
D0FL8A,
D0H3ZG,
D0HF1A,
D0I2OO,
D0I9FU,
D0J4CA,
D0K6IM,
D0KC8X,
D0LK8E,
D0M8VS,
D0MZ7K,
D0N6NG,
D0O0GZ,
D0O8SX,
D0P8SR,
D0PY0G,
D0QT8L,
D0RK6W,
D0RR8O,
D0S0II,
D0T0HM,
D0T4CF,
D0U3RD,
D0U5XI,
D0UN4M,
D0UQ2G,
D0V9ZJ,
D0VD5J,
D0WI7N,
D0X1LP,
D0X4LA,
D0Y0XJ,
D0Y1NH,
D0YN0I,
D0ZE6H,
D01FZZ,
D0O7QA,
D04JHN,
D0E1WI,
D0OK6F,
D0WE3O,
D00AMQ,
D0R6UV,
D08NJE,
DDQH94,
D0U0CF,
D07VHR,
D00CMV,
D0KK9D,
D0L5XI,
D03APM,
DM5PA2,
D0U0KW,
DHJ64U,
DU6SH2,
D02ALZ,
D02WQZ,
D03JRG,
D08FTG,
D0C7GJ,
D0KY7S,
D02NHW,
D04TEF,
D0X6QL,
D08HXG,
D0A2GM,
D0C6ZX,
D0UX6Z,
D08PSU,
D08UUD,
D0N2BX,
D0V2OS,
D03LWO,
D05HAD,
D09WKB,
D0JQ7Y,
DUAI04,
DB2V8K,Antideaminated forms of gliadin peptides antibodies (IgA anti-DGP)
DB2V8K,HLA class II antigen DQ-2 alpha
DB2V8K,IgA anti-EMA (antiendomysium antibody)
DB2V8K,IgA anti-tTG
DB2V8K,Interleukin-18 receptor 1 (IL18R1)
DB2V8K,C-C chemokine receptor type 1 (CCR1)
DB2V8K,C-C chemokine receptor type 2 (CCR2)
DB2V8K,C-C chemokine receptor type 3 (CCR3)
DB2V8K,C-C chemokine receptor type 5 (CCR5)
DB2V8K,Cytotoxic T-lymphocyte protein 4 (CTLA-4)
DB2V8K,Interleukin 18 receptor (IL-18RAP)
DB2V8K,Interleukin-12 alpha (IL12A)
DB2V8K,Interleukin-2 (IL2)
DB2V8K,Interleukin-21 (IL21)
DB2V8K,Lithostathine-1-alpha (REG1A)
DB2V8K,MHC class II antigen DQB1 (HLA-DQB1)
DB2V8K,Regulator of G-protein signaling 1 (RGS1)
D0A5EN,Antideaminated forms of gliadin peptides antibodies (IgA anti-DGP)
D0A5EN,HLA class II antigen DQ-2 alpha
D0A5EN,IgA anti-EMA (antiendomysium antibody)
D0A5EN,IgA anti-tTG
D0A5EN,Interleukin-18 receptor 1 (IL18R1)
D0A5EN,C-C chemokine receptor type 1 (CCR1)
D0A5EN,C-C chemokine receptor type 2 (CCR2)
D0A5EN,C-C chemokine receptor type 3 (CCR3)
D0A5EN,C-C chemokine receptor type 5 (CCR5)
D0A5EN,Cytotoxic T-lymphocyte protein 4 (CTLA-4)
D0A5EN,Interleukin 18 receptor (IL-18RAP)
D0A5EN,Interleukin-12 alpha (IL12A)
D0A5EN,Interleukin-2 (IL2)
D0A5EN,Interleukin-21 (IL21)
D0A5EN,Lithostathine-1-alpha (REG1A)
D0A5EN,MHC class II antigen DQB1 (HLA-DQB1)
D0A5EN,Regulator of G-protein signaling 1 (RGS1)
D0DQ2D,Antideaminated forms of gliadin peptides antibodies (IgA anti-DGP)
D0DQ2D,HLA class II antigen DQ-2 alpha
D0DQ2D,IgA anti-EMA (antiendomysium antibody)
D0DQ2D,IgA anti-tTG
D0DQ2D,Interleukin-18 receptor 1 (IL18R1)
D0DQ2D,C-C chemokine receptor type 1 (CCR1)
D0DQ2D,C-C chemokine receptor type 2 (CCR2)
D0DQ2D,C-C chemokine receptor type 3 (CCR3)
D0DQ2D,C-C chemokine receptor type 5 (CCR5)
D0DQ2D,Cytotoxic T-lymphocyte protein 4 (CTLA-4)
D0DQ2D,Interleukin 18 receptor (IL-18RAP)
D0DQ2D,Interleukin-12 alpha (IL12A)
D0DQ2D,Interleukin-2 (IL2)
D0DQ2D,Interleukin-21 (IL21)
D0DQ2D,Lithostathine-1-alpha (REG1A)
D0DQ2D,MHC class II antigen DQB1 (HLA-DQB1)
D0DQ2D,Regulator of G-protein signaling 1 (RGS1)
D00WBN,Antideaminated forms of gliadin peptides antibodies (IgA anti-DGP)
D00WBN,HLA class II antigen DQ-2 alpha
D00WBN,IgA anti-EMA (antiendomysium antibody)
D00WBN,IgA anti-tTG
D00WBN,Interleukin-18 receptor 1 (IL18R1)
D00WBN,C-C chemokine receptor type 1 (CCR1)
D00WBN,C-C chemokine receptor type 2 (CCR2)
D00WBN,C-C chemokine receptor type 3 (CCR3)
D00WBN,C-C chemokine receptor type 5 (CCR5)
D00WBN,Cytotoxic T-lymphocyte protein 4 (CTLA-4)
D00WBN,Interleukin 18 receptor (IL-18RAP)
D00WBN,Interleukin-12 alpha (IL12A)
D00WBN,Interleukin-2 (IL2)
D00WBN,Interleukin-21 (IL21)
D00WBN,Lithostathine-1-alpha (REG1A)
D00WBN,MHC class II antigen DQB1 (HLA-DQB1)
D00WBN,Regulator of G-protein signaling 1 (RGS1)
D0CF2Q,12 genes
D0R3EL,12 genes
D0K9BV,12 genes
D7K0GP,12 genes
DV74TF,12 genes
D08QYW,12 genes
D0M3MN,12 genes
D0IH3I,12 genes
D07POC,12 genes
D01KOA,12 genes
D0W8HN,12 genes
D05CBJ,Carcinoembryonic antigen (CD66e)
D05CBJ,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D05CBJ,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D05CBJ,DNA topoisomerase 1 (TOP1)
D0O0LS,Carcinoembryonic antigen (CD66e)
D0O0LS,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D0O0LS,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D0O0LS,DNA topoisomerase 1 (TOP1)
D0M9VE,Carcinoembryonic antigen (CD66e)
D0M9VE,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D0M9VE,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D0M9VE,DNA topoisomerase 1 (TOP1)
D07HOB,Carcinoembryonic antigen (CD66e)
D08EES,Carcinoembryonic antigen (CD66e)
D08ODH,Carcinoembryonic antigen (CD66e)
D0B6YB,Carcinoembryonic antigen (CD66e)
D07HOB,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D08EES,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D08ODH,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D0B6YB,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D07HOB,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D08EES,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D08ODH,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D0B6YB,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D07HOB,DNA topoisomerase 1 (TOP1)
D08EES,DNA topoisomerase 1 (TOP1)
D08ODH,DNA topoisomerase 1 (TOP1)
D0B6YB,DNA topoisomerase 1 (TOP1)
D0T2OT,Carcinoembryonic antigen (CD66e)
D0T2OT,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D0T2OT,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D0T2OT,DNA topoisomerase 1 (TOP1)
D70HIN,Carcinoembryonic antigen (CD66e)
D70HIN,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D70HIN,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D70HIN,DNA topoisomerase 1 (TOP1)
D0F7YW,Carcinoembryonic antigen (CD66e)
D0F7YW,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D0F7YW,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D0F7YW,DNA topoisomerase 1 (TOP1)
D07NPS,Carcinoembryonic antigen (CD66e)
D07NPS,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D07NPS,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D07NPS,DNA topoisomerase 1 (TOP1)
D08KSU,Carcinoembryonic antigen (CD66e)
D08KSU,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D08KSU,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D08KSU,DNA topoisomerase 1 (TOP1)
D06KOM,Carcinoembryonic antigen (CD66e)
D08QZH,Carcinoembryonic antigen (CD66e)
D06KOM,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D08QZH,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D06KOM,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D08QZH,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D06KOM,DNA topoisomerase 1 (TOP1)
D08QZH,DNA topoisomerase 1 (TOP1)
D0U3EP,Carcinoembryonic antigen (CD66e)
D0U3EP,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D0U3EP,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D0U3EP,DNA topoisomerase 1 (TOP1)
D0CO9B,Carcinoembryonic antigen (CD66e)
D0KK4N,Carcinoembryonic antigen (CD66e)
D0CO9B,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D0KK4N,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D0CO9B,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D0KK4N,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D0CO9B,DNA topoisomerase 1 (TOP1)
D0KK4N,DNA topoisomerase 1 (TOP1)
D09AYM,Carcinoembryonic antigen (CD66e)
D0YO4C,Carcinoembryonic antigen (CD66e)
D09AYM,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D0YO4C,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D09AYM,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D0YO4C,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D09AYM,DNA topoisomerase 1 (TOP1)
D0YO4C,DNA topoisomerase 1 (TOP1)
D00KDQ,Carcinoembryonic antigen (CD66e)
D03QMY,Carcinoembryonic antigen (CD66e)
D05ENG,Carcinoembryonic antigen (CD66e)
D0O5XF,Carcinoembryonic antigen (CD66e)
D0S0DU,Carcinoembryonic antigen (CD66e)
D0S1QN,Carcinoembryonic antigen (CD66e)
D0T5DC,Carcinoembryonic antigen (CD66e)
D0XP4A,Carcinoembryonic antigen (CD66e)
D0Z0EP,Carcinoembryonic antigen (CD66e)
D00KDQ,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D03QMY,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D05ENG,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D0O5XF,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D0S0DU,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D0S1QN,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D0T5DC,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D0XP4A,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D0Z0EP,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D00KDQ,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D03QMY,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D05ENG,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D0O5XF,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D0S0DU,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D0S1QN,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D0T5DC,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D0XP4A,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D0Z0EP,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D00KDQ,DNA topoisomerase 1 (TOP1)
D03QMY,DNA topoisomerase 1 (TOP1)
D05ENG,DNA topoisomerase 1 (TOP1)
D0O5XF,DNA topoisomerase 1 (TOP1)
D0S0DU,DNA topoisomerase 1 (TOP1)
D0S1QN,DNA topoisomerase 1 (TOP1)
D0T5DC,DNA topoisomerase 1 (TOP1)
D0XP4A,DNA topoisomerase 1 (TOP1)
D0Z0EP,DNA topoisomerase 1 (TOP1)
D02HKC,Carcinoembryonic antigen (CD66e)
D0C9MJ,Carcinoembryonic antigen (CD66e)
D02HKC,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D0C9MJ,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
D02HKC,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D0C9MJ,"thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)"
D02HKC,DNA topoisomerase 1 (TOP1)
D0C9MJ,DNA topoisomerase 1 (TOP1)
D00PEN,Carcinoembryonic antigen (CD66e)
D00PEN,"p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein"
